ACCESSION_NUMBER	RPTOWNERCIK	RPTOWNERNAME	RPTOWNER_RELATIONSHIP	RPTOWNER_TITLE	RPTOWNER_TXT	RPTOWNER_STREET1	RPTOWNER_STREET2	RPTOWNER_CITY	RPTOWNER_STATE	RPTOWNER_ZIPCODE	RPTOWNER_STATE_DESC	FILE_NUMBER
0001209191-20-065770	0001657888	Butcher Laurie	Officer	Chief Financial Officer		C/O ALASKA COMMUNICATIONS SYSTEMS	600 TELEPHONE AVENUE	ANCHORAGE	AK	99503		001-38341
0001104659-20-141106	0001763992	Mancini Robert S.	Director			C/O RMG SPONSOR, LLC.	50 WEST STREET, SUITE 40C	NEW YORK	NY	10006		001-38795
0001104659-20-141105	0001732329	KASSIN PHILIP	Director			C/O RMG SPONSOR, LLC.	50 WEST STREET, SUITE 40-C	NEW YORK	NY	10006		001-38795
0001104659-20-141104	0001764088	Carpenter David James	TenPercentOwner			C/O RMG SPONSOR, LLC.	50 WEST STREET, SUITE 40C	NEW YORK	NY	10006		001-38795
0001104659-20-141104	0001764269	RMG Sponsor, LLC	TenPercentOwner			C/O RMG SPONSOR, LLC.	50 WEST STREET, SUITE 40C	NEW YORK	NY	10006		001-38795
0001104659-20-141104	0001764521	MKC Investments LLC	TenPercentOwner			C/O RMG SPONSOR, LLC.	50 WEST STREET, SUITE 40C	NEW YORK	NY	10006		001-38795
0000899243-20-035564	0001286654	AINSLIE LEE S III	TenPercentOwner			767 5TH AVENUE, 11TH FLOOR		NEW YORK	NY	10153		001-39747
0001104659-20-141103	0001835181	Patterson Michael	Officer,TenPercentOwner	Chief Sales Officer		C/O ROMEO POWER, INC.	4380 AYERS AVENUE	VERNON	CA	90058		001-38795
0001104659-20-141102	0001835198	Webb Lauren	Director,Officer	CFO and Director		C/O ROMEO POWER, INC.	4380 AYERS AVENUE	VERNON	CA	90058		001-38795
0001104659-20-141101	0001835189	El Srouji Abdul Kader	Officer	Chief Technology Officer		C/O ROMEO POWER, INC.	4380 AYERS AVENUE	VERNON	CA	90058		001-38795
0001104659-20-141100	0001835429	Selwood Lionel E. Jr.	Director,Officer	President, CEO and Director		C/O ROMEO POWER, INC.	4380 AYERS AVENUE	VERNON	CA	90058		001-38795
0001104659-20-141099	0001835248	Choi Criswell	Officer	Chief Operating Officer		C/O ROMEO POWER, INC.		VERNON	CA	90058		001-38795
0001104659-20-141097	0001835198	Webb Lauren	Director,Officer	CFO and Director		C/O ROMEO POWER, INC.	4380 AYERS AVENUE	VERNON	CA	90058		001-38795
0001104659-20-141096	0001835189	El Srouji Abdul Kader	Officer	Chief Technology Officer		C/O ROMEO POWER, INC.	4380 AYERS AVENUE	LOS ANGELES	CA	90065		001-38795
0001104659-20-141095	0001835181	Patterson Michael	Officer	Chief Sales Officer		C/O ROMEO POWER, INC.	4380 AYERS AVENUE	VERNON	CA	90058		001-38795
0001104659-20-141094	0001835429	Selwood Lionel E. Jr.	Director,Officer	President, CEO and Director		C/O ROMEO POWER, INC.	4380 AYERS AVENUE	VERNON	CA	90058		001-38795
0001104659-20-141093	0001835248	Choi Criswell	Officer	Chief Operating Officer		C/O ROMEO POWER, INC.	4380 AYERS AVENUE	VERNON	CA	90058		001-38795
0001104659-20-141092	0001478000	Gottwald Donald S.	Director			C/O ROMEO POWER, INC.	4380 AYERS AVENUE	VERNON	CA	90058		001-38795
0001104659-20-141091	0001236458	WILLIAMS PAUL S	Director			C/O ROMEO POWER, INC.	4380 AYERS AVENUE	VERNON	CA	90058		001-38795
0001104659-20-141090	0001775534	Stuart Timothy E	Director			C/O ROMEO POWER, INC.	4380 AYERS AVENUE	VERNON	CA	90058		001-38795
0001104659-20-141089	0001745993	Brennan Susan Seilheimer	Director			C/O ROMEO POWER, INC.	4380 AYERS AVENUE	VERNON	CA	90058		001-38795
0001383838-20-000013	0001383838	SHAH CAPITAL MANAGEMENT	Director,Officer,TenPercentOwner	CFO		8601 SIX FORKS ROAD	SUITE 630	RALEIGH	NC	27615		001-33911
0001582945-20-000010	0001794353	Graham Gary John	TenPercentOwner			6400 S. FIDDLERS GREEN CIRCLE	SUITE 525	GREENWOOD VILLAGE	CO	80111		000-53316
0001209191-20-065768	0001374588	RED MOUNTAIN CAPITAL PARTNERS LLC	TenPercentOwner			10250 CONSTELLATION BLVD, SUITE 2300		LOS ANGELES	CA	90067		001-37932
0001209191-20-065768	0001374607	RED MOUNTAIN CAPITAL MANAGEMENT INC	TenPercentOwner			10250 CONSTELLATION BLVD, SUITE 2300		LOS ANGELES	CA	90067		001-37932
0001209191-20-065768	0001688392	RMCP DPC II LLC	TenPercentOwner			10250 CONSTELLATION BLVD, SUITE 2300		LOS ANGELES	CA	90067		001-37932
0001209191-20-065768	0001688393	RMCP DPC LLC	TenPercentOwner			10250 CONSTELLATION BLVD, SUITE 2300		LOS ANGELES	CA	90067		001-37932
0001209191-20-065768	0001374566	MESDAG WILLEM	TenPercentOwner			10250 CONSTELLATION BLVD, SUITE 2300		LOS ANGELES	CA	90067		001-37932
0001209191-20-065768	0001374606	RMCP GP LLC	TenPercentOwner			10250 CONSTELLATION BLVD, SUITE 2300		LOS ANGELES	CA	90067		001-37932
0001209191-20-065768	0001688394	RMCP PIV DPC II, L.P.	TenPercentOwner			10250 CONSTELLATION BLVD, SUITE 2300		LOS ANGELES	CA	90067		001-37932
0001209191-20-065768	0001688395	RMCP PIV DPC, L.P.	TenPercentOwner			10250 CONSTELLATION BLVD, SUITE 2300		LOS ANGELES	CA	90067		001-37932
0001506293-20-000311	0001209185	JORDAN JEFFREY D	Director			C/O PINTEREST, INC.	505 BRANNAN STREET	SAN FRANCISCO	CA	94107		001-38872
0000882104-20-000217	0001202335	GRYSKA DAVID W	Director			932 SOUTHWOOD BLVD.		INCLINE VILLAGE	NV	89451		000-19756
0001582945-20-000009	0001567260	Beabout J. Steven	Director				885 ARAPAHOE ROAD	BOULDER	CO	80302		000-53316
0001214659-20-010883	0001579824	BAUM CHARLES M	Director,Officer	President & CEO		C/O MIRATI THERAPEUTICS INC.	9393 TOWN CENTRE DRIVE, STE 200	SAN DIEGO	CA	92121		001-35921
0001415889-20-003075	0001591306	Kuch John J	Officer	SR. VICE PRESIDENT & CFO		C/O XENCOR, INC.	111 W. LEMON AVE	MONROVIA	CA	91016		001-36182
0000950103-20-025104	0001780525	Newstead Jennifer	Officer	VP and General Counsel		C/O FACEBOOK, INC.	1601 WILLOW ROAD	MENLO PARK	CA	94025		001-35551
0001179110-20-012363	0001565673	Browne Jessica M	Officer	VP, General Counsel, Secretary		2000 S. COLORADO BLVD	SUITE 10200	DENVER	CO	80222		001-34857
0001179110-20-012362	0001565661	Devlin Barry D	Officer	VP Exploration		2000 S. COLORADO BLVD	SUITE 10200	DENVER	CO	80222		001-34857
0001179110-20-012361	0001565800	Irvine Richard M	Officer	Chief Operating Officer		LAS ROSAS #339	COLONIA REFORMA	OAXACA	O5	68050	MEXICO	001-34857
0001179110-20-012360	0001588149	Patterson Gregory A	Officer	VP Corporate Development		2000 S. COLORADO BLVD	SUITE 10200	DENVER	CO	80222		001-34857
0001538716-20-000203	0001786953	Needham David Anthony	Officer	Chief Technology Officer		OPORTUN FINANCIAL CORPORATION	2 CIRCLE STAR WAY	SAN CARLOS	CA	94070		001-39050
0001179110-20-012358	0001774177	Perry Kimberly C	Officer	Chief Financial Officer		2000 S. COLORADO BLVD	SUITE 10200	DENVER	CO	80222		001-34857
0001179110-20-012357	0001497103	Reid Jason D.	Director,Officer	CEO and President		2000 S. COLORADO BLVD	SUITE 10200	DENVER	CO	80222		001-34857
0001538716-20-000201	0001786293	Aristei Joan	Officer	GC & Chief Risk Officer		OPORTUN FINANCIAL CORPORATION	2 CIRCLE STAR WAY	SAN CARLOS	CA	94070		001-39050
0001737521-20-000044	0001737521	Arntz Michael	Officer	Chief Revenue Officer		C/O SMARTSHEET INC.	10500 NE 8TH ST., SUITE 1300	BELLEVUE	WA	98004		001-38464
0001792549-20-000007	0001792547	McBirney Collin	Other		See Explanation in Footnotes	2913 3RD STREET	UNIT 201	SANTA MONICA	CA	90405		001-15093
0001792549-20-000007	0001792549	Topline Capital Management, LLC	Other		See Explanation in Footnotes	2913 3RD STREET	UNIT 201	SANTA MONICA	CA	90405		001-15093
0001418812-20-000086	0001418814	ValueAct Holdings, L.P.	Director,TenPercentOwnerOther		See Remarks	ONE LETTERMAN DRIVE	BUILDING D, 4TH FLOOR	SAN FRANCISCO	CA	94129		001-31560
0001418812-20-000086	0001763309	ValueAct Holdings II, L.P.	Director,TenPercentOwnerOther		See Remarks	ONE LETTERMAN DRIVE	BUILDING D, FOURTH FLOOR	SAN FRANCISCO	CA	94129		001-31560
0001418812-20-000086	0001418813	ValueAct Holdings GP, LLC	Director,TenPercentOwnerOther		See Remarks	ONE LETTERMAN DRIVE	BUILDING D, 4TH FLOOR	SAN FRANCISCO	CA	94129		001-31560
0001418812-20-000086	0001351073	ValueAct Capital Management, LLC	Director,TenPercentOwnerOther		See Remarks	ONE LETTERMAN DRIVE	BUILDING D, 4TH FLOOR	SAN FRANCISCO	CA	94129		001-31560
0001418812-20-000086	0001759805	ValueAct Capital Master Fund B, L.P.	Director,TenPercentOwnerOther		See Remarks	ONE LETTERMAN DRIVE	BUILDING D, FOURTH FLOOR	SAN FRANCISCO	CA	94129		001-31560
0001418812-20-000086	0001351069	ValueAct Capital Management, L.P.	Director,TenPercentOwnerOther		See Remarks	ONE LETTERMAN DRIVE	BUILDING D, 4TH FLOOR	SAN FRANCISCO	CA	94129		001-31560
0001418812-20-000086	0001464912	ValueAct Capital Master Fund, L.P.	Director,TenPercentOwnerOther		See Remarks	ONE LETTERMAN DRIVE	BUILDING D, 4TH FLOOR	SAN FRANCISCO	CA	94129		001-31560
0001418812-20-000086	0001418812	VA Partners I, LLC	Director,TenPercentOwnerOther		See Remarks	ONE LETTERMAN DRIVE	BUILDING D, 4TH FLOOR	SAN FRANCISCO	CA	94129		001-31560
0001209191-20-065762	0001838009	Wallen Rhonda A.	Director			C/O EKSO BIONICS HOLDINGS, INC.	1414 HARBOUR WAY SOUTH, SUITE 1201	RICHMOND	CA	94804		001-37854
0001209191-20-065761	0001780654	White Christopher	Officer	EVP Global Sales		4353 NORTH FIRST STREET		SAN JOSE	CA	95134		001-38598
0001209191-20-065760	0001256304	MERRILL MARK G	Officer	CTO		350 E. PLUMERIA DR.		SAN JOSE	CA	95134		000-50350
0001104659-20-141061	0001279821	BEILINSON MARC A	Director			C/O EXELA TECHNOLOGIES, INC.	2701 E. GRAUWYLER RD.	IRVING	TX	75061		001-36788
0001104659-20-141060	0001187452	TRANSIER WILLIAM L	Director			C/O EXELA TECHNOLOGIES, INC.	2701 E. GRAUWYLER RD.	IRVING	TX	75061		001-36788
0001213900-20-045832	0001836718	Noda Isao	Director			C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE	GA	39817		001-39280
0001104659-20-141059	0001712484	HOVS LLC	Director,TenPercentOwner			8550 WEST DESERT INN ROAD,	SUITE 102-452	LAS VEGAS,	NV	89117		001-36788
0001104659-20-141059	0001712473	hof 2 llc	Director,TenPercentOwner			8550 WEST DESERT INN ROAD,	SUITE 102-452	LAS VEGAS,	NV	89117		001-36788
0001104659-20-141059	0001712472	HandsOn Global Management, LLC	Director,TenPercentOwner			8550 WEST DESERT INN ROAD,	SUITE 102-452	LAS VEGAS,	NV	89117		001-36788
0001104659-20-141059	0001712482	HOV Services Ltd	Director,TenPercentOwner			8550 WEST DESERT INN ROAD,	SUITE 102-452	LAS VEGAS,	NV	89117		001-36788
0001104659-20-141059	0001712480	HOV Capital III LLC	Director,TenPercentOwner			8550 WEST DESERT INN ROAD,	SUITE 102-452	LAS VEGAS,	NV	89117		001-36788
0001104659-20-141059	0001741367	HandsOn 3, LLC	Director,TenPercentOwner			8550 WEST DESERT INN ROAD,	SUITE 102-452	LAS VEGAS,	NV	89117		001-36788
0001104659-20-141059	0001712365	Adesi 234 LLC	Director,TenPercentOwner			8550 WEST DESERT INN ROAD,	SUITE 102-452	LAS VEGAS,	NV	89117		001-36788
0001104659-20-141059	0001712411	HandsOn Fund 4 I, LLC	Director,TenPercentOwner			8550 WEST DESERT INN ROAD,	SUITE 102-452	LAS VEGAS,	NV	89117		001-36788
0001104659-20-141059	0000938202	CHADHA PAR	Director,TenPercentOwner			8550 WEST DESERT INN ROAD,	SUITE 102-452	LAS VEGAS,	NV	89117		001-36788
0001213900-20-045831	0001551122	Hunt Gregory W.	Director			C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE	GA	39817		001-39280
0001213900-20-045830	0001836702	Calhoun Philip Gregory	Director			C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE	GA	39817		001-39280
0001209191-20-065758	0001351732	McNally Robert Joseph	Director			1001 FANNIN STREET	SUITE 1500	HOUSTON	TX	77002		001-34776
0001593968-20-002438	0001635616	Brockstedt Dirk G.	Officer	Chief Scientific Officer		C/O RAPT THERAPEUTICS, INC.,	561 ECCLES AVENUE	SOUTH SAN FRANCISCO	CA	94080		001-38997
0001213900-20-045829	0001837808	Van Trump Phillip D	Officer	Chief Science & Tech.		C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE	GA	39817		001-39280
0001213900-20-045828	0001836749	Tuten Scott	Officer	Chief Marketing Officer		C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE	GA	39817		001-39280
0001213900-20-045827	0001836650	Smith Michael Eric	Officer	Chief Operating Officer		C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE	GA	39817		001-39280
0001213900-20-045826	0001836986	Pratt Stuart W	Director			C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE	GA	39817		001-39280
0001209191-20-065756	0001554592	Walker Cynthia Lynn	Director			1001 FANNIN STREET	SUITE 1500	HOUSTON	TX	77002		001-34776
0001213900-20-045825	0001372048	Dowdy John	Officer	Chief Financial Officer		C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE	GA	39817		001-39280
0001213900-20-045824	0001140350	CROSKREY STEPHEN	Director,Officer	CEO and Chairman		C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE	GA	39817		001-39280
0001104659-20-141058	0001200475	REXFORD JOHN H	Director			4328 LORRAINE AVE.		DALLAS	TX	75205		001-36788
0001213900-20-045823	0001837808	Van Trump Phillip D	Officer	Chief Science & Tech. Officer		C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE,	GA	39817		001-39280
0001213900-20-045822	0001836749	Tuten Scott	Officer	Chief Marketing Officer		C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE,	GA	39817		001-39280
0001213900-20-045821	0001836650	Smith Michael Eric	Officer	Chief Operating Officer		C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE,	GA	39817		001-39280
0001104659-20-141057	0001655236	Akins Martin P.	Director			C/O EXELA TECHNOLOGIES, INC.,	2701 E. GRAUWYLER RD.	IRVING,	TX	75061		001-36788
0001213900-20-045820	0001836986	Pratt Stuart W	Director			C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE,	GA	39817		001-39280
0001213900-20-045819	0001836718	Noda Isao	Director			C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE,	GA	39817		001-39280
0001213900-20-045818	0001551122	Hunt Gregory W.	Director			C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE,	GA	39817		001-39280
0001213900-20-045817	0001372048	Dowdy John	Officer	Chief Financial Officer		C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE,	GA	39817		001-39280
0001213900-20-045816	0001140350	CROSKREY STEPHEN	Director,Officer	CEO and Chairman		C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE,	GA	39817		001-39280
0001213900-20-045815	0001836702	Calhoun Philip Gregory	Director			C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE,	GA	39817		001-39280
0001213900-20-045814	0001836947	Basco Christy A	Director			C/O DANIMER SCIENTIFIC, INC.	140 INDUSTRIAL BOULEVARD	BAINBRIDGE,	GA	39817		001-39280
0001209191-20-065753	0001291989	Lancaster N John Jr	Director			1001 FANNIN STREET	SUITE 1500	HOUSTON	TX	77002		001-34776
0001127602-20-032640	0001247166	SANDO BARRY M	Officer	Managing Director		CORELOGIC, INC.	40 PACIFICA, SUITE 900	IRVINE	CA	92618		001-13585
0001209191-20-065751	0001781134	Jacobi John David	Director			1001 FANNIN STREET	SUITE 1500	HOUSTON	TX	77002		001-34776
0000919574-20-007731	0001045714	KOHLER GARY S	Director			5000 W 36TH STREET	SUITE 200	MINNEAPOLIS	MN	55416		001-35476
0001076809-20-000346	0001076809	GLAZER CAPITAL, LLC	TenPercentOwner			250 WEST 55TH STREET	SUITE 30A	NEW YORK	NY	10019		001-39138
0001076809-20-000346	0001133985	GLAZER PAUL J	TenPercentOwner			250 WEST 55TH STREET	SUITE 30A	NEW YORK	NY	10019		001-39138
0001209191-20-065749	0001805570	Holroyd Samantha	Director			1001 FANNIN STREET	SUITE 1500	HOUSTON	TX	77002		001-34776
0001567619-20-021777	0001300345	Loeb Daniel S	TenPercentOwner			55 HUDSON YARDS		NEW YORK	NY	10001		001-39568
0001567619-20-021777	0001040273	Third Point LLC	TenPercentOwner			55 HUDSON YARDS		NEW YORK	NY	10001		001-39568
0001127602-20-032638	0001553910	Henry Francis Aaron	Officer	CLO & Corporate Secretary		CORELOGIC, INC.	40 PACIFICA, SUITE 900	IRVINE	CA	92618		001-13585
0001209191-20-065747	0001548147	Brooks Douglas E	Director,Officer	CEO		1001 FANNIN STREET	SUITE 1500	HOUSTON	TX	77002		001-34776
0001754074-20-000008	0001754074	Topline Capital Partners, LP	TenPercentOwner			2913 3RD STREET UNIT 201		SANTA MONICA	CA	90405		001-15093
0001209191-20-065745	0001548147	Brooks Douglas E	Director			1001 FANNIN STREET	SUITE 1500	HOUSTON	TX	77002		001-38212
0001127602-20-032636	0001461546	BALAS JAMES L	Officer	Chief Financial Officer		CORELOGIC, INC.	40 PACIFICA, SUITE 900	IRVINE	CA	92618		001-13585
0001127602-20-032634	0001461546	BALAS JAMES L	Officer	Chief Financial Officer		CORELOGIC, INC.	40 PACIFICA, SUITE 900	IRVINE	CA	92618		001-13585
0001567619-20-021776	0001243275	OBERG ROBERT C JR	Officer	SVP & CHIEF RISK OFFICER		2126 INYO STREET		FRESNO	CA	93721		000-32897
0001683168-20-004506	0001174866	BRISTOL INVESTMENT FUND LTD	TenPercentOwner			C/O BRISTOL CAPITAL ADVISORS, LLC	662 N. SEPULVEDA BLVD., SUITE 300	LOS ANGELES	CA	90049		001-39256
0001209191-20-065742	0001175523	Leonard Green & Partners, L.P.	Director,TenPercentOwner			11111 SANTA MONICA BOULEVARD, SUITE 2000		LOS ANGELES	CA	90025		001-38911
0001209191-20-065742	0001663281	Green Equity Investors VII, L.P.	Director,TenPercentOwner			11111 SANTA MONICA BOULEVARD, SUITE 2000		LOS ANGELES	CA	90025		001-38911
0001209191-20-065742	0001175525	LGP MANAGEMENT INC	Director,TenPercentOwner			11111 SANTA MONICA BOULEVARD, SUITE 2000		LOS ANGELES	CA	90025		001-38911
