ACCESSION_NUMBER	RPTOWNERCIK	RPTOWNERNAME	RPTOWNER_RELATIONSHIP	RPTOWNER_TITLE	RPTOWNER_TXT	RPTOWNER_STREET1	RPTOWNER_STREET2	RPTOWNER_CITY	RPTOWNER_STATE	RPTOWNER_ZIPCODE	RPTOWNER_STATE_DESC	FILE_NUMBER
0001209191-19-062353	0001249026	CIARDELLA ROBERT L	Director			12367 CROSTHWAITE CIRCLE		POWAY	CA	92064		001-04298
0000950142-19-002604	0001778501	Wijngaard Peter	Officer	Chief Development Officer		C/O THE MEDICINES COMPANY	8 SYLVAN WAY	PARSIPPANY	NJ	07054		000-31191
0000950142-19-002603	0001735486	Visioli Christopher	Officer	Chief Financial Officer		C/O THE MEDICINES COMPANY	8 SYLVAN WAY	PARSIPPANY	NJ	07054		000-31191
0000950142-19-002602	0001761799	Timney Mark	Director,Officer	Chief Executive Officer		C/O THE MEDICINES COMPANY	8 SYLVAN WAY	PARSIPPANY	NJ	07054		000-31191
0000950142-19-002601	0001634386	Rodin Stephen M	Officer	EVP and General Counsel		C/O THE MEDICINES COMPANY	8 SYLVAN WAY	PARSIPPANY	NJ	07054		000-31191
0001495231-19-000196	0001206893	HITCHCOCK LEANN C	Officer	Interim CFO		480 N. ORLANDO AVENUE, SUITE 200		WINTER PARK	FL	32789		001-37703
0000950142-19-002600	0001204787	MEANWELL CLIVE	Director,Officer	Chief Innovation Officer		C/O THE MEDICINES COMPANY	8 SYLVAN WAY	PARSIPPANY	NJ	07054		000-31191
0001495231-19-000195	0001206893	HITCHCOCK LEANN C	Officer	Interim CFO		480 N. ORLANDO AVENUE, SUITE 200		WINTER PARK	FL	32789		001-37703
0001495231-19-000194	0001206893	HITCHCOCK LEANN C	Officer	Interim CFO		480 N. ORLANDO AVENUE, SUITE 200		WINTER PARK	FL	32789		001-37703
0001209191-19-062352	0001760632	Spisso Johnese	Director			1299 OCEAN AVENUE	SUITE 1000	SANTA MONICA	CA	90401		001-33106
0001209191-19-062351	0001550560	SIMON WILLIAM E JR	Director			1299 OCEAN AVENUE	SUITE 1000	SANTA MONICA	CA	90401		001-33106
0001209191-19-062350	0001769943	SEYMOUR PETER	Officer	CFO		1299 OCEAN AVENUE	SUITE 1000	SANTA MONICA	CA	90401		001-33106
0001209191-19-062349	0001378404	Panzer Kenneth M	Director,Officer	Chief Operating Officer		1299 OCEAN AVENUE	SUITE 1000	SANTA MONICA	CA	90401		001-33106
0001209191-19-062348	0001022056	O HERN THOMAS E	Director			1299 OCEAN AVENUE	SUITE 1000	SANTA MONCIA	CA	90401		001-33106
0001209191-19-062347	0001643809	MCFERRAN VIRGINIA	Director			1299 OCEAN AVENUE	SUITE 1000	SANTA MONICA	CA	90401		001-33106
0001209191-19-062346	0001378405	Kaplan Jordan L	Director,Officer	Chief Exec Officer, President		1299 OCEAN AVENUE	SUITE 1000	SANTA MONICA	CA	90401		001-33106
0001645470-19-000057	0001645470	Collier Alan Brian	Officer	Ceo		6320 CANOGA AVENUE	15TH FLOOR	WOODLAND HILLS	CA	91367		000-55453
0001209191-19-062345	0001486426	Feinberg David T	Director			1299 OCEAN AVENUE	SUITE 1000	SANTA MONICA	CA	90401		001-33106
0001365607-19-000010	0001365607	OAK INVESTMENT PARTNERS XII L P	Other		less than 10% owner	901 MAIN AVENUE	SUITE 600	NORWALK	CT	06851		001-35048
0001365607-19-000010	0001299239	Oak Investment Partners XI L P	TenPercentOwner			901 MAIN AVENUE	SUITE 600	NORWALK	CT	06851		001-35048
0001562180-19-006297	0001704317	Coric Vlad	Director,Officer	Chief Executive Officer		C/O BIOHAVEN PHARMACEUTICALS, INC.	215 CHURCH STREET	NEW HAVEN	CT	06510		001-38080
0001562180-19-006296	0001704483	Berman Robert	Officer	Special Projects & Med Ovrsght		C/O BIOHAVEN PHARMACEUTICALS, INC.	215 CHURCH STREET	NEW HAVEN	CT	06510		001-38080
0001209191-19-062344	0001378407	Emmett Dan A	Director,Officer	Chairman of the Board		1299 OCEAN AVENUE	SUITE 1000	SANTA MONICA	CA	90401		001-33106
0001209191-19-062343	0001294337	Bider Leslie E	Director			1299 OCEAN AVENUE	SUITE 1000	SANTA MONICA	CA	90401		001-33106
0001209191-19-062342	0001615005	CRUMMY KEVIN ANDREW	Officer	Chief Investment Officer		1299 OCEAN AVENUE	SUITE 1000	SANTA MONICA	CA	90401		001-33106
0001209191-19-062341	0001463212	ANDERSON CHRISTOPHER H	Director			1299 OCEAN AVENUE	SUITE 1000	SANTA MONICA	CA	90401		001-33106
0001209191-19-062340	0001327112	Ross Paul	Officer	Chief Financial Officer		C/O THE TRADE DESK, INC.	42 NORTH CHESTNUT STREET	VENTURA	CA	93001		001-37879
0001209191-19-062339	0001181469	BOSTROM SUSAN L	Director			2655 SEELY AVENUE, BLDG. 5		SAN JOSE	CA	95134		000-15867
0001104659-19-077405	0001687880	Versant Venture Capital VI, L.P.	TenPercentOwner			ONE SANSOME STREET, SUITE 3630		SAN FRANCISCO	CA	94104		001-38944
0000898432-19-001537	0001552955	Dowden David	Other		Portfolio Manager	C/O MACKAY SHIELDS LLC	1345 AVENUE OF THE AMERICAS	NEW YORK	NJ	10105		811-23434
0000898432-19-001536	0001081496	DIMELLA ROBERT A	Other		Portfolio Manager	C/O MACKAY SHIELDS LLC	1345 AVENUE OF THE AMERICAS	NEW YORK	NY	10105		811-23434
0001209191-19-062336	0001796825	GRAYSON BLAKE JEFFREY	Officer	Chief Financial Officer		C/O THE TRADE DESK, INC.	42 NORTH CHESTNUT STREET	VENTURA	CA	93001		001-37879
0000899243-19-030280	0001598479	Brown Bob D	Officer	See Remarks		C/O DICERNA PHARMACEUTICALS, INC.	33 HAYDEN AVENUE	LEXINGTON	MA	02421		001-36281
0001179110-19-013208	0001723342	Vollmer John C.	Officer	Group President, MS		C/O AECOM, 1999 AVENUE OF THE STARS	SUITE 2600	LOS ANGELES	CA	90067		000-52423
0001209191-19-062334	0001786824	Mercer Patrick	Officer	COO		1212 TERRA BELLA AVENUE		MOUNTAIN VIEW	CA	94043		000-27598
0001257171-19-000071	0001257171	CHEN STEPHEN T	Director,Officer,TenPercentOwner	President,Chairman,CEO,CFO		4134 BUSINESS PARK DRIVE		AMARILLO	TX	79110		000-20791
0001769639-19-000018	0001252813	MCDEARMAN JOHN	Officer	EVP		P.O. BOX 768		LEBANON	TN	37087		000-20402
0001209191-19-062331	0001769666	Heang Vichheka	Officer	Principal Accounting Officer		51 RIO ROBLES		SAN JOSE	CA	95134		001-34166
0001104659-19-077401	0001549220	ROSS SCOTT I	Director			C/O DIAMOND EAGLE ACQUISITION CORP.	2121 AVENUE OF THE STARS, SUITE 2300	LOS ANGELES	CA	90067		001-38908
0001104659-19-077400	0001032475	ROSEN FREDRIC D	Director			C/O DIAMOND EAGLE ACQUISITION CORP.	2121 AVENUE OF THE STARS, SUITE 2300	LOS ANGELES	CA	90067		001-38908
0001104659-19-077399	0001221355	Kazam Joshua A	Director			C/O DIAMOND EAGLE ACQUISITION CORP.	2121 AVENUE OF THE STARS, SUITE 2300	LOS ANGELES	CA	90067		001-38908
0001104659-19-077398	0001778895	Delman Scott M.	Director			C/O DIAMOND EAGLE ACQUISITION CORP.	2121 AVENUE OF THE STARS, SUITE 2300	LOS ANGELES	CA	90067		001-38908
0001209191-19-062330	0001792748	Eisenhardt Elizabeth H	TenPercentOwner			1155 BATTERY ST.	C/O ARGONAUT SECURITIES CO.	SAN FRANCISCO	CA	94111		001-06631
0001209191-19-062327	0001648170	Hamel Judy G	Officer	SVP, GC and Secretary		C/O LUMENTUM HOLDINGS INC.	1001 RIDDER PARK DRIVE	SAN JOSE	CA	95131		001-36861
0001209191-19-062325	0000897744	MARLETT CHRISTOPHER A	Director			2425 CEDAR SPRINGS ROAD		DALLAS	TX	75201		001-38327
0001104659-19-077396	0001207119	SAGANSKY JEFFREY	TenPercentOwner			C/O DIAMOND EAGLE ACQUISITION CORP.	2121 AVENUE OF THE STARS, SUITE 2300	LOS ANGELES	CA	90067		001-38908
0001104659-19-077396	0001615015	Baker Eli	TenPercentOwner			C/O DIAMOND EAGLE ACQUISITION CORP.	2121 AVENUE OF THE STARS, SUITE 2300	LOS ANGELES	CA	90067		001-38908
0001104659-19-077396	0001745775	Eagle Equity Partners, LLC	TenPercentOwner			C/O DIAMOND EAGLE ACQUISITION CORP.	2121 AVENUE OF THE STARS, SUITE 2300	LOS ANGELES	CA	90067		001-38908
0001567619-19-023781	0001791586	Haas Jennifer C.	TenPercentOwner			C/O ARGONAUT SECURITIES COMPANY	1155 BATTERY STREET	SAN FRANCISCO	CA	94111		001-06631
0001567619-19-023780	0001791585	Haas Daniel S.	TenPercentOwner			C/O ARGONAUT SECURITIES COMPANY	1155 BATTERY STREET	SAN FRANCISCO	CA	94111		001-06631
0001104659-19-077391	0001549220	ROSS SCOTT I	Director			C/O DIAMOND EAGLE ACQUISITION CORP.	2121 AVENUE OF THE STARS, SUITE 2300	LOS ANGELES	CA	90067		001-38908
0001104659-19-077389	0001778895	Delman Scott M.	Director			C/O DIAMOND EAGLE ACQUISITION CORP.	2121 AVENUE OF THE STARS, SUITE 2300	LOS ANGELES	CA	90067		001-38908
0001567619-19-023779	0001791584	Haas Bradley J.	TenPercentOwner			C/O ARGONAUT SECURITIES COMPANY	1155 BATTERY STREET	SAN FRANCISCO	CA	94111		001-06631
0001104659-19-077377	0001687880	Versant Venture Capital VI, L.P.	TenPercentOwner			ONE SANSOME STREET, SUITE 3630		SAN FRANCISCO	CA	94104		001-38944
0001562180-19-006295	0001106066	ATSINGER EDWARD G III	Director,Officer,TenPercentOwner	Chief Executive Officer		4880 SANTA ROSA RD		CAMARILLO	CA	93012		000-26497
0000899243-19-030277	0001184758	WILKE JEFFREY A	Officer	CEO Worldwide Consumer		P.O. BOX 81226		SEATTLE	WA	98108-1226		000-22513
0001638599-19-001106	0001709408	Curran Mary A	Director			C/O INNOVATIVE INDUSTRIAL PROPERTIES	11440 WEST BERNARDO COURT, SUITE 100	SAN DIEGO	CA	92127		001-37949
0001209191-19-062322	0001478244	Currie Mark G	Officer	President		C/O CYCLERION THERAPEUTICS, INC.	301 BINNEY STREET	CAMBRIDGE	MA	02142		001-38787
0001209191-19-062320	0001244921	WEST JEFFREY N	Officer	SVP & Controller		14100  MAGELLAN PLAZA		MARYLAND HEIGHTS	MO	63043		001-06639
0001567619-19-023778	0001229938	BEARDEN ROBERT G	Director			C/O CLOUDERA, INC.	395 PAGE MILL ROAD	PALO ALTO	CA	94089		001-38069
0001104659-19-077374	0000902749	SHERWOOD NED L	TenPercentOwner			151 TERRAPIN POINT		VERO BEACH	FL	32963		001-05103
0001104659-19-077374	0001797839	Ned L. Sherwood Revocable Trust	Other		Group Member	151 TERRAPIN POINT		VERO BEACH	FL	32963		001-05103
0001104659-19-077374	0001492137	MRMP Managers LLC	TenPercentOwner			C/O SOUTH DAKOTA TRUST COMPANY	201 S. PHILLIPS AVENUE	SIOUX FALLS	SD	57104		001-05103
0001567619-19-023777	0001590488	JOHNSON PAUL T	Officer	EVP OF SALES & SERVICES		C/O VOCERA COMMUNICATIONS, INC.	525 RACE STREET	SAN JOSE	CA	95126		001-35469
0001567619-19-023776	0001613480	Johnston Cesar	Officer	COO & EVP, Engineering		C/O ENERGOUS CORPORATION	3590 NORTH FIRST STREET, SUITE 210	SAN JOSE	CA	95134		001-36379
0001437749-19-025059	0001365737	LeMaitre George W	Director,Officer,TenPercentOwner	Chairman and CEO		C/O LEMAITRE VASCULAR, INC.	63 SECOND AVENUE	BURLINGTON	MA	01803		001-33092
0000925421-19-000336	0001794516	Yockey Thomas M	Director			C/O BROAD STREET REALTY, INC.	7250 WOODMONT AVE, SUITE 350	BETHESDA	MD	20814		001-09043
0000950103-19-018139	0001253512	OLEARY DENIS	Director			C/O CROWDSTRIKE HOLDINGS, INC.	150 MATHILDA PLACE, SUITE 300	SUNNYVALE	CA	94086		001-38933
0000925421-19-000334	0001794514	Topchy Alexander	Officer	Chief Financial Officer		C/O BROAD STREET REALTY, INC.	7250 WOODMONT AVE, SUITE 350	BETHESDA	MD	20814		001-09043
0000925421-19-000332	0001794505	Neal Daniel J W	Director			C/O BROAD STREET REALTY, INC.	7250 WOODMONT AVE, SUITE 350	BETHESDA	MD	20814		001-09043
0001140361-19-023544	0001219132	KIRLIN PETER S	Director,Officer	Chief Executive Officer		15 SECOR ROAD		BROOKFIELD	CT	06804		001-39063
0000925421-19-000330	0001794504	Jacoby Michael Z	Director,Officer	Chief Executive Officer		C/O BROAD STREET REALTY, INC.	7250 WOODMONT AVE, SUITE 350	BETHESDA	MD	20814		001-09043
0001140361-19-023542	0001281797	TYSON MITCHELL G	Director			15 SECOR ROAD		BROOKFIELD	CT	06804		001-39063
0001567619-19-023775	0001774736	Pollock James M	Officer	Chief Compliance Officer		100 DEERFIELD LANE	SUITE 300	MALVERN	PA	19355		001-33365
0001567619-19-023773	0001611116	GREYSON JAY KEITH	Director			16941 KEEGAN AVENUE		CARSON	CA	90746		001-33264
0001209191-19-062317	0001581296	Schwimmer Howard	Director,Officer	Co-CEO, Co-President		11620 WILSHIRE BOULEVARD	SUITE 1000	LOS ANGELES	CA	90025		001-36008
0000925421-19-000327	0001794510	Spiritos Samuel M	Director			C/O BROAD STREET REALTY, INC.	7250 WOODMONT AVE, SUITE 350	BETHESDA	MD	20814		001-09043
0001499453-19-000021	0001738217	Patel Akash J.	Director			1836 SPIRIT OF TEXAS WAY		CONROE	TX	77301		001-38484
0000925421-19-000325	0001794505	Neal Daniel J W	Director			C/O BROAD STREET REALTY, INC.	7250 WOODMONT AVE, SUITE 350	BETHESDA	MD	20814		001-09043
0001209191-19-062315	0001581342	Frankel Michael S.	Director,Officer	Co-CEO, Co-President		11620 WILSHIRE BOULEVARD	SUITE 1000	LOS ANGELES	CA	90025		001-36008
0001493152-19-019948	0001665113	Buono Stefano	Director			1330 AVENUE OF THE AMERICAS, 33RD FLOOR		NEW YORK	NY	10019		001-15771
0001104659-19-077371	0001772567	Fisher Heath A	Officer	President		7979 IVANHOE AVENUE, SUITE 500		LA JOLLA	CA	92037		001-38873
0001209191-19-062314	0001717437	Pillai Arun Kumar	Director,TenPercentOwner			#30, 1ST MAIN	J.P. NAGAR 3RD PHASE	BANGALORE	K7	560078	INDIA	001-37759
0001209191-19-062314	0001717441	Sukhtian Ghiath M.	Director,TenPercentOwner			7TH CIRCLE, ZAHRAN STREET	ZAHRAN PLAZA BLDG, 4TH FLOOR	AMMAN	M2	11844	JORDAN	001-37759
0001209191-19-062314	0001716335	BioLexis Pte Ltd.	Director,TenPercentOwner			36 ROBINSON ROAD	#13-01 CITY HOUSE	SINGAPORE	U0	068877	SINGAPORE	001-37759
0001209191-19-062313	0001692092	Fite Jonathon	Director			16803 DALLAS PARKWAY		ADDISON	TX	75001		001-34574
0001127602-19-036001	0001458902	Yeary Frank D	Director			C/O INTEL CORPORATION	2200 MISSION COLLEGE BLVD	SANTA CLARA	CA	95054		000-06217
0001104659-19-077370	0001772383	Armstrong Mac	Director,Officer	Chief Executive Officer		7979 IVANHOE AVENUE, SUITE 500		LA JOLLA	CA	92037		001-38873
0000925421-19-000323	0001794504	Jacoby Michael Z	Director,Officer	Chief Executive Officer		C/O BROAD STREET REALTY, INC.	7250 WOODMONT AVE, SUITE 350	BETHESDA	MD	20814		001-09043
0001209191-19-062310	0001398377	Mitchell Noah Malone III	Director,Officer,TenPercentOwner	Chief Executive Officer		16803 DALLAS PARKWAY		ADDISON	TX	75001		001-34574
0001127602-19-035999	0001484277	Smith Gregory D	Director			C/O INTEL CORPORATION	2200 MISSION COLLEGE BLVD	SANTA CLARA	CA	95054		000-06217
0000925421-19-000322	0001794516	Yockey Thomas M	Director			C/O BROAD STREET REALTY, INC.	7250 WOODMONT AVE, SUITE 350	BETHESDA	MD	20814		001-09043
0001209191-19-062309	0001692087	Rochman Randy	Director			16803 DALLAS PARKWAY		ADDISON	TX	75001		001-34574
0001229384-19-000059	0001229384	CONSIDINE TERRY	Director,Officer	Chairman & CEO		4582 S. ULSTER STREET	SUITE 1700	DENVER	CO	80237		001-13232
0001798184-19-000001	0001798184	Campbell Kerry G.	Director			2529 VIRGINIA BEACH BLVD.		VIRGINIA BEACH	VA	23452		001-35713
0001225208-19-016134	0001159192	SPARBY DAVID M	Director			1200 WEST CENTURY AVENUE		BISMARCK	ND	58503		001-03480
0001209191-19-062305	0001581343	Khan Adeel	Officer	Chief Financial Officer		11620 WILSHIRE BOULEVARD	SUITE 1000	LOS ANGELES	CA	90025		001-36008
0000096021-19-000179	0001667158	Lundquist Stephanie A	Director			1390 ENCLAVE PARKWAY		HOUSTON	TX	77077		001-06544
0001221603-19-000013	0001474435	Pero Jeffrey T	Director			1 BELVEDERE PLACE	SUITE 300	MILL VALLEY	CA	94941		001-13759
0001493152-19-019942	0001310683	Culley Brian M	Director,Officer	President and CEO		2173 SALK AVENUE, SUITE 200		CARLSBAD	CA	92008		001-12830
0001104485-19-000201	0001682657	Allen Chad W	Officer	Chief Accounting Officer		601 CARLSON PKWY, SUITE 990		MINNETONKA	MN	55305		001-33999
0001140361-19-023531	0001796360	Livingston Jeffrey	TenPercentOwner			C/O KOHLBERG KRAVIS ROBERTS & CO. L.P.	9 WEST 57TH STREET, SUITE 4200	NEW YORK	NY	10019		001-14667
0001209191-19-062303	0001553335	Dupont Jakob	Officer	Chief Medical Officer		3013 SCIENCE PARK ROAD		SAN DIEGO	CA	92121		001-38796
0001104485-19-000200	0001565392	Romslo Erik J.	Officer	EVP, General Counsel & Sec		601 CARLSON PKWY, SUITE 990		MINNETONKA	MN	55305		001-33999
0001104485-19-000199	0001742527	Dirlam Adam A.	Officer	EVP of Land		601 CARLSON PKWY, SUITE 990		MINNETONKA	MN	55305		001-33999
0001104485-19-000198	0001741768	O'GRADY NICHOLAS L.	Officer	President & CFO		601 CARLSON PKWY, SUITE 990		MINNETONKA	MN	55305		001-33999
0001104485-19-000197	0001565397	Elliott Brandon R.	Officer	CEO		601 CARLSON PKWY, SUITE 990		MINNETONKA	MN	55305		001-33999
0001104485-19-000196	0001399391	KING JACK E	Director			601 CARLSON PKWY, SUITE 990		MINNETONKA	MN	55305		001-33999
0000096021-19-000177	0001422763	Koerber Hans-Joachim	Director			1390 ENCLAVE PARKWAY		HOUSTON	TX	77077		001-06544
0001104485-19-000195	0001399474	GRABB ROBERT	Director			601 CARLSON PKWY, SUITE 990		MINNETONKA	MN	55305		001-33999
0001104485-19-000194	0001295679	Akradi Bahram	Director			601 CARLSON PKWY, SUITE 990		MINNETONKA	MN	55305		001-33999
0001567619-19-023772	0001391071	Kneen Quintin	Officer	President and CEO		C/O TIDEWATER INC.	6002 ROGERDALE ROAD, SUITE 600	HOUSTON	TX	77072		001-06311
0001104485-19-000193	0001682436	Frantz Michael A	Director			601 CARLSON PKWY, SUITE 990		MINNETONKA	MN	55305		001-33999
0001597033-19-000140	0001202886	KELLNER LAWRENCE W	Director			3150 SABRE DRIVE		SOUTHLAKE	TX	76052		001-36422
0001104485-19-000192	0001543076	EASLEY ROY ERNEST	Director			601 CARLSON PKWY, SUITE 990		MINNETONKA	MN	55305		001-33999
0001567619-19-023771	0001452077	Rubio Samuel R	Officer	VP, CAO, & Controller		C/O TIDEWATER INC.	6002 ROGERDALE ROAD, SUITE 600	HOUSTON	TX	77072		001-06311
0001221603-19-000011	0001221603	PROCTOR GEORGANNE	Director			1 BELVEDERE PLACE	SUITE 300	MILL VALLEY	CA	94941		001-13759
0001104485-19-000191	0001696586	Popejoy Michael T	Director			601 CARLSON PKWY, SUITE 990		MINNETONKA	MN	55305		001-33999
0001104485-19-000190	0001287481	Meier Lisa	Director			601 CARLSON PKWY, SUITE 990		MINNETONKA	MN	55305		001-33999
0001597033-19-000139	0000900471	ODOM JUDY C	Director			3150 SABRE DRIVE		SOUTHLAKE	TX	76092		001-36422
0001597033-19-000138	0001412439	James Renee Jo	Director			2111 NE 25TH AVENUE	JF1-41	HILLSBORO	OR	97124		001-36422
0001209191-19-062302	0001627974	Shaffer Charles M	Other		EVP of subsidiary	SEACOAST BANKING CORPORATION OF FLORIDA	P. O. BOX 9012	STUART	FL	34995		000-13660
0001597033-19-000137	0001297322	Bravante George R Jr	Director			3150 SABRE DRIVE		SOUTHLAKE	TX	76092		001-36422
0000925421-19-000317	0001794514	Topchy Alexander	Officer	Chief Financial Officer		C/O BROAD STREET REALTY, INC.	7250 WOODMONT AVE, SUITE 350	BETHESDA	MD	20814		001-09043
0000096021-19-000175	0001307061	Halverson Bradley M	Director			1390 ENCLAVE PARKWAY		HOUSTON	TX	77077		001-06544
0001209191-19-062301	0001726466	Kleffel Juliette	Other		EVP of Subsidiary	PO BOX 9012		STUART	FL	34995		000-13660
0001179110-19-013206	0001256137	GREENBLUM IRVING	Director			P.O. BOX 1359		LAREDO	TX	78040		000-09439
0001233565-19-000010	0001233565	KUBICEK GREG H	Director			1 BELVEDERE PLACE	SUITE 300	MILL VALLEY	CA	94941		001-13759
0001209191-19-062300	0001078596	HUDSON DENNIS S III	Director,Officer	Chairman & CEO		SEACOAST BANKING CORP. OF FLORIDA	P.O. BOX 9012	STUART	FL	34995		000-13660
0001683168-19-004106	0001369119	Woodward Peter H	Director			C/O PRECISION OPTICS CORPORATION, INC.	22 EAST BROADWAY	GARDNER	MA	01440		001-10647
0001764925-19-000560	0001775610	Butterfield Stewart	Director,Officer	Chief Executive Officer		C/O SLACK TECHNOLOGIES, INC.	500 HOWARD STREET	SAN FRANCISCO,	CA	94105		001-38926
0001209191-19-062299	0001494418	HOUDESHELL DAVID D	Officer	EVP & Chief Risk Officer		P. O. BOX 9012		STUART	FL	34995		000-13660
0001683168-19-004105	0001345727	Miles Richard B	Director			C/O PRECISION OPTICS CORPORATION, INC.	22 EAST BROADWAY	GARDNER	MA	01440		001-10647
0001764925-19-000559	0001775683	Henderson Cal	Officer	Chief Technology Officer		C/O SLACK TECHNOLOGIES, INC.	500 HOWARD STREET	SAN FRANCISCO,	CA	94105		001-38926
0001683168-19-004104	0001298643	Miclot Andrew J.	Director			C/O PRECISION OPTICS CORPORATION INC.	22 EAST BROADWAY	GARDNER	MA	01440		001-10647
0001209191-19-062298	0001603144	CROSS CHARLES K JR.	Other		EVP of subsidiary	SEACOAST BANKING CORPORATION OF FLORIDA	P. O. BOX 9012	STUART	FL	34995		000-13660
0000723125-19-000195	0001316476	Byrne Patrick J	Director			8000 S FEDERAL WAY, MS 1-557		BOISE	ID	83716		001-10658
0001225208-19-016132	0001240197	Lane Hugh C Jr	Director,Officer	Chairman of the Board		P. O. BOX 538		CHARLESTON	SC	29402-0538		000-27702
0001659166-19-000258	0001670864	Pringle William W	Officer	Senior Vice President		6920 SEAWAY BLVD		EVERETT	WA	98203		001-37654
0001047862-19-000207	0001188972	SUTHERLAND L FREDERICK	Director			CONSOLIDATED EDISON, INC.	4 IRVING PLACE, ROOM 16-205	NEW YORK	NY	10003		001-14514
0001659166-19-000257	0001670865	Schwarz Jonathan L	Officer	VP-Strategy & Corp Development		6920 SEAWAY BLVD		EVERETT	WA	98203		001-37654
0001104659-19-077346	0001635088	Roivant Sciences Ltd.	TenPercentOwner			SUITE 1, 3RD FLOOR	11-12 ST. JAMES'S SQUARE	LONDON	X0	SW1Y 4LB	UNITED KINGDOM	001-38667
0001104659-19-077345	0001635088	Roivant Sciences Ltd.	TenPercentOwner			SUITE 1, 3RD FLOOR	11-12 ST. JAMES'S SQUARE	LONDON	X0	SW1Y 4LB	UNITED KINGDOM	001-37929
0001659166-19-000256	0001210231	LICO JAMES A	Director,Officer	President and CEO		6920 SEAWAY BLVD		EVERETT	WA	98203		001-37654
0001047862-19-000206	0001722817	Stanley Deirdre	Director			CONSOLIDATED EDISON, INC.	4 IRVING PLACE, ROOM 16-205	NEW YORK	NY	10003		001-14514
0000096021-19-000173	0001189793	GLASSCOCK LARRY C	Director			1390 ENCLAVE PARKWAY		HOUSTON	TX	77077		001-06544
0001659166-19-000255	0001682154	Hulit Barbara B.	Officer	Senior Vice President		6920 SEAWAY BLVD		EVERETT	WA	98203		001-37654
0001659166-19-000254	0001671034	Murphy Patrick K	Officer	Senior Vice President		6920 SEAWAY BLVD		EVERETT	WA	98203		001-37654
0001047862-19-000205	0001221061	RANGER MICHAEL W	Director			CONSOLIDATED EDISON, INC. C/O SECRETARY	4 IRVING PLACE; ROOM 16-205	NEW YORK	NY	10003		001-14514
0001659166-19-000253	0001670836	Walker Stacey A.	Officer	SVP - Human Resources		6920 SEAWAY BLVD		EVERETT	WA	98203		001-37654
0001225208-19-016131	0001244477	LANE CHARLES G	Director			P. O. BOX 538		CHARLESTON	SC	29402-0538		000-27702
0001659166-19-000252	0001502370	Underwood Peter C	Officer	SVP - General Counsel		6920 SEAWAY BLVD		EVERETT	WA	98203		001-37654
0001659166-19-000251	0001791884	Mulhall Christopher M.	Officer	VP - Chief Accounting Officer		6920 SEAWAY BLVD		EVERETT	WA	98203		001-37654
0001659166-19-000250	0001671495	Gafinowitz Martin	Officer	Senior Vice President		6920 SEAWAY BLVD		EVERETT	WA	98203		001-37654
0001659166-19-000249	0001671511	McLaughlin Charles E	Officer	SVP - Chief Financial Officer		6920 SEAWAY BLVD		EVERETT	WA	98203		001-37654
