ACCESSION_NUMBER	RPTOWNERCIK	RPTOWNERNAME	RPTOWNER_RELATIONSHIP	RPTOWNER_TITLE	RPTOWNER_TXT	RPTOWNER_STREET1	RPTOWNER_STREET2	RPTOWNER_CITY	RPTOWNER_STATE	RPTOWNER_ZIPCODE	RPTOWNER_STATE_DESC	FILE_NUMBER
0001062993-23-018638	0001213971	TAYLOR GLEN A	Director,TenPercentOwner			C/O 4875 WHITE BEAR PARKWAY		WHITE BEAR LAKE	MN	55110		001-40133
0001104659-23-105501	0001995296	Papandreou George	Officer	See Remarks		C/O ORCHESTRA BIOMED HOLDINGS, INC.	150 UNION SQUARE DRIVE	NEW HOPE	PA	18938		001-39421
0001628280-23-033341	0001880176	Pello Jason H.	Officer	Chief Financial Officer		101 S. HANLEY ROAD, SUITE 300		ST. LOUIS	MO	63105		001-39595
0001654954-23-012445	0001783665	Mikkelsen Robert E	Officer	Chief Financial Officer		8565 SOUTH EASTERN AVENUE	SUITE 150	LAS VEGAS	NV	89123		000-56370
0001127602-23-024892	0001468818	Lofton Kevin E	Director			GILEAD SCIENCES, INC.	333 LAKESIDE DRIVE	FOSTER CITY	CA	94404		000-19731
0001209191-23-050892	0001775490	Shendelman Shoshana	Director,Officer,TenPercentOwner	President and CEO		C/O APPLIED THERAPEUTICS, INC.	545 FIFTH AVENUE, SUITE 1400	NEW YORK	NY	10017		001-38898
0001209191-23-050891	0001775410	Perfetti Riccardo	Officer	Chief Medical Officer		C/O APPLIED THERAPEUTICS, INC.	545 FIFTH AVENUE, SUITE 1400	NEW YORK	NY	10017		001-38898
0001209191-23-050890	0001805556	Hansard Adam	Officer	Chief Commercial Officer		C/O APPLIED THERAPEUTICS, INC.	545 FIFTH AVENUE, SUITE 1400	NEW YORK	NY	10017		001-38898
0001493152-23-034938	0001550109	Johnson Michael	Director,TenPercentOwner			C/O FLUX POWER HOLDINGS, INC.	2685 S. MELROSE DRIVE	VISTA,	CA	92081		001-31543
0001493152-23-034938	0001981618	Esenjay Investments, LLC	TenPercentOwner			C/O FLUX POWER HOLDINGS, INC.	2685 S. MELROSE DRIVE	VISTA,	CA	92081		001-31543
0001209191-23-050889	0001823099	Rosenstein Justin	Director,TenPercentOwner			C/O ASANA, INC.	633 FOLSOM STREET, SUITE 100	SAN FRANCISCO	CA	94107		001-39495
0001209191-23-050886	0001549917	Moskovitz Dustin A.	Director,Officer,TenPercentOwner	President, CEO, & Chair		C/O ASANA, INC.	633 FOLSOM STREET, SUITE 100	SAN FRANCISCO	CA	94107		001-39495
0001779372-23-000031	0001270068	de Urioste George	Director			2118 WALSH AVE, SUITE 210		SANTA CLARA	CA	95050		001-41060
0001209191-23-050884	0001549917	Moskovitz Dustin A.	Director,Officer,TenPercentOwner	President, CEO, & Chair		C/O ASANA, INC.	633 FOLSOM STREET, SUITE 100	SAN FRANCISCO	CA	94107		001-39495
0001849521-23-000007	0001849521	Sandford Nicole	Director,Officer	President & CEO		C/O ASPIRA WOMEN'S HEALTH INC	12117 BEE CAVES RD BLDG 3 STE 100	AUSTIN	TX	78738		001-34810
0001849521-23-000006	0001849521	Sandford Nicole	Director,Officer	President & CEO		C/O ASPIRA WOMEN'S HEALTH	12117 BEE CAVES RD BLDG 3 STE 100	AUSTIN	TX	78738		001-34810
0001209191-23-050882	0001943674	Klimmer Christoph	Director,Officer	President & C.E.O.		C/O SEACHANGE INTERNATIONAL, INC.	177 HUNTINGTON AVE, STE 1703, PMB 73480	BOSTON	MA	02115-3153		001-38828
0001801169-23-000116	0001975228	Meyer Megan D.	Officer	President, Sell Direct & Svcs.		410 N. SCOTTSDALE ROAD, SUITE 1600		TEMPE	AZ	85288		001-39253
0001493152-23-034936	0001211437	MULICA MICHAEL C	Director			C/O SONIM TECHNOLOGIES INC.	4445 EASTGATE MALL, SUITE 200	SAN DIEGO	CA	92121		001-38907
0001493152-23-034935	0001936052	Steenstra Jack	Director			C/O SONIM TECHNOLOGIES INC.	4445 EASTGATE MALL, SUITE 200	SAN DIEGO	CA	92121		001-38907
0001493152-23-034934	0001343514	Cassano James S	Director			C/O SONIM TECHNOLOGIES INC.	4445 EASTGATE MALL, SUITE 200	SAN DIEGO	CA	92121		001-38907
0001493152-23-034933	0001935353	Wang Jeffrey	Director,TenPercentOwner			C/O SONIM TECHNOLOGIES INC.	4445 EASTGATE MALL, SUITE 200	SAN DIEGO	CA	92121		001-38907
0000950170-23-050873	0001222012	AFEYAN NOUBAR	Director			C/O FLAGSHIP PIONEERING, INC.	55 CAMBRIDGE PARKWAY, SUITE 800E	CAMBRIDGE	MA	02142		001-38753
0001737521-23-000008	0001737521	Arntz Michael	Officer	Chief Revenue Officer		C/O SMARTSHEET INC.	500 108TH AVENUE NE #200	BELLEVUE	WA	98004		001-38464
0001062993-23-018633	0001569248	Burow Kristina	Director,TenPercentOwner			8755 W. HIGGINS ROAD,SUITE 1025		CHICAGO	IL	60631		001-41802
0001062993-23-018632	0001219042	NELSEN ROBERT	TenPercentOwner			8755 W. HIGGINS ROAD, SUITE 1025		CHICAGO	IL	60631		001-41802
0001062993-23-018632	0001906837	ARCH Venture Fund XII, L.P.	TenPercentOwner			8755 W. HIGGINS ROAD, SUITE 1025		CHICAGO	IL	60631		001-41802
0001062993-23-018632	0001229592	GILLIS STEVEN	TenPercentOwner			8755 WEST HIGGINS ROAD, SUITE 1025		CHICAGO	IL	60631		001-41802
0001062993-23-018632	0001219039	CRANDELL KEITH	TenPercentOwner			8755 WEST HIGGINS ROAD, SUITE 1025		CHICAGO	IL	60631		001-41802
0001062993-23-018632	0001979765	ARCH Venture Partners XII, L.P.	TenPercentOwner			8755 W. HIGGINS ROAD, SUITE 1025		CHICAGO	IL	60631		001-41802
0001062993-23-018632	0001979548	ARCH Venture Partners XII, LLC	TenPercentOwner			8755 W. HIGGINS ROAD, SUITE 1025		CHICAGO	IL	60631		001-41802
0001790565-23-000012	0001790565	Baglino Andrew D	Officer	SVP Powertrain and Energy Eng.		C/O TESLA, INC.	1 TESLA ROAD	AUSTIN	TX	78725		001-34756
0001299130-23-000117	0001825421	Kim Susan G.	Officer	See Remarks		PACIFIC BIOSCIENCES OF CALIFORNIA, INC.	1305 O'BRIEN DRIVE	MENLO PARK	CA	94025		001-34899
0001398344-23-018659	0001652951	Clark Anthony S.	Director			3307 N. COLUMBUS STREET		ARLINGTON	VA	22207		811-04893
0001576280-23-000161	0001977179	Chudova Darya	Officer	Chief Technology Officer		3100 HANOVER STREET		PALO ALTO	CA	94304		001-38683
0001814329-23-000022	0001877269	Nelson Lisa	Director			C/O ASTRA SPACE, INC.	1900 SKYHAWK STREET	ALAMEDA	CA	94501		001-39426
0001415889-23-013662	0001778610	Podbere Burt W.	Officer	CHIEF FINANCIAL OFFICER		C/O CROWDSTRIKE HOLDINGS, INC.	206 E. 9TH ST., STE. 1400	AUSTIN	TX	78701		001-38933
0001628280-23-033337	0001880171	Cohn Charles K.	Director,Officer,TenPercentOwner	Chief Executive Officer		101 S. HANLEY ROAD, SUITE 300		ST. LOUIS	MO	63105		001-39595
0001628280-23-033336	0001477740	Udell Stuart	Director			101 S. HANLEY RD., SUITE 300		ST. LOUIS	MO	63105		001-39595
0001628280-23-033335	0001497833	Mrva Gregory	Director			101 S. HANLEY ROAD, SUITE 300		ST. LOUIS	MO	63105		001-39595
0001628280-23-033334	0001524268	Philips Kathleen	Director			101 S. HANLEY ROAD, SUITE 300		ST. LOUIS	MO	63105		001-39595
0001628280-23-033333	0001880166	Swenson Christopher C.	Officer	Chief Legal Officer		101 S. HANLEY ROAD, SUITE 300		ST. LOUIS	MO	63105		001-39595
0001814329-23-000021	0001659488	Flournoy Michele Angelique	Director			C/O ASTRA SPACE, INC.	1900 SKYHAWK STREET	ALAMEDA	CA	94501		001-39426
0000073756-23-000122	0001805286	Roedel Shaun	Officer	SVP, Mfd. Prods.		5875 N. SAM HOUSTON PARKWAY W.	SUITE 400	HOUSTON	TX	77086		001-10945
0000950103-23-014318	0001866675	Andres Dale	Director,Officer	Chief Executive Officer		C/O GATOS SILVER, INC.	925 W GEORGIA STREET, SUITE 910	VANCOUVER	A1	V6C 3L2	BRITISH COLUMBIA, CANADA	001-39649
0001814329-23-000020	0001870358	Attiq Martin	Officer	Chief Business Officer		C/O ASTRA SPACE, INC.	1900 SKYHAWK STREET	ALAMEDA	CA	94501		001-39426
0001793659-23-000077	0001588894	Sauers Kyle	Officer	Chief Financial Officer		C/O RUSH STREET INTERACTIVE, INC.	900 N. MICHIGAN AVENUE, SUITE 950	CHICAGO	IL	60611		001-39232
0000950103-23-014317	0001904790	Scott Anthony Michael	Officer	SVP, Corp Dev & Tech Services		C/O GATOS SILVER, INC.	925 W GEORGIA STREET, SUITE 910	VANCOUVER	A1	V6C 3L2	BRITISH COLUMBIA, CANADA	001-39649
0000899243-23-019636	0001818663	Hakim Ben	Officer	President		787 ELEVENTH AVENUE, 9TH FLOOR		NEW YORK	NY	10019		000-56597
0000899243-23-019635	0001831649	Gonnella Michael	Officer	Chief Financial Officer		787 ELEVENTH AVENUE, 9TH FLOOR		NEW YORK	NY	10019		000-56597
0001793659-23-000076	0001834345	SCHWARTZ RICHARD TODD	Director,Officer	Chief Executive Officer		C/O RUSH STREET INTERACTIVE, INC.	900 N. MICHIGAN AVENUE, SUITE 950	CHICAGO	IL	60611		001-39232
0000899243-23-019634	0001994913	Judge Kathryn	Director			787 ELEVENTH AVENUE, 9TH FLOOR		NEW YORK		10019		000-56597
0000107140-23-000184	0001274466	BELL GEORGE	Director			111 RIVER STREET		HOBOKEN	NJ	07030		001-11507
0000107140-23-000183	0001529999	Baker Mari Jean	Director			111 RIVER STREET		HOBOKEN	NJ	07030		001-11507
0001793659-23-000075	0001835040	STETZ MATTIAS	Officer	Chief Operating Officer		C/O RUSH STREET INTERACTIVE, INC.	900 N. MICHIGAN AVENUE, SUITE 950	CHICAGO	IL	60611		001-39232
0000107140-23-000182	0001754374	Birnbaum Beth A	Director			111 RIVER STREET		HOBOKEN	NJ	07030		001-11507
0000899243-23-019631	0001977114	Blouin Jennifer	Director			787 ELEVENTH AVENUE, 9TH FLOOR		NEW YORK	NY	10019		000-56597
0000107140-23-000181	0001437906	Dobson David C	Director			111 RIVER STREET		HOBOKEN	NJ	07030		001-11507
0000107140-23-000180	0001934887	Hemphill Brian O	Director			111 RIVER STREET		HOBOKEN	NJ	07030		001-11507
0001593968-23-001343	0001769940	Rogers Erica J.	Director,Officer	President and CEO		C/O SILK ROAD MEDICAL, INC.	1213 INNSBRUCK DRIVE	SUNNYVALE	CA	94089		001-38847
0000107140-23-000179	0001195306	MCDANIEL RAYMOND W	Director			111 RIVER STREET		HOBOKEN	NJ	07030		001-11507
0000107140-23-000178	0001201959	PESCE WILLIAM J	Director			111 RIVER STREET		HOBOKEN	NJ	07030		001-11507
0000107140-23-000177	0001670723	Singh Inder M	Director			111 RIVER STREET		HOBOKEN	NJ	07030		001-11507
0001810019-23-000144	0001652379	Maletira Amar	Director,Officer	Chief Executive Officer		C/O RACKSPACE TECHNOLOGY, INC.	1 FANATICAL PLACE	SAN ANTONIO	TX	78218		001-39420
0000899243-23-019629	0001818587	Milankov Steve	Officer	See Remarks		787 ELEVENTH AVENUE, 9TH FLOOR		NEW YORK	NY	10019		000-56597
0000899243-23-019628	0001336477	PS Management GP, LLC	TenPercentOwner			787 ELEVENTH AVENUE	9TH FLOOR	NEW YORK	NY	10019		000-56597
0000899243-23-019628	0001336528	Pershing Square Capital Management, L.P.	TenPercentOwner			787 ELEVENTH AVENUE	9TH FLOOR	NEW YORK	NY	10019		000-56597
0000899243-23-019628	0001056513	ACKMAN WILLIAM A	Director,Officer,TenPercentOwner	Chief Executive Officer		787 ELEVENTH AVENUE	9TH FLOOR	NEW YORK	NY			000-56597
0001209191-23-050880	0001566040	Shah Chetan	Director			11555 SORRENTO VALLEY ROAD, SUITE 203		SAN DIEGO	CA	92121		001-37487
0000899243-23-019626	0001622324	Rottenberg Linda	Director			787 ELEVENTH AVENUE, 9TH FLOOR		NEW YORK	NY	10019		000-56597
0001209191-23-050879	0001284599	BROENNIMAN EDWARD G	Director			11555 SORRENTO VALLEY ROAD, SUITE 203		SAN DIEGO	CA	92121		001-37487
0001209191-23-050878	0001982603	Gikakis Nicolas	Director			11555 SORRENTO VALLEY ROAD, SUITE 203		SAN DIEGO	CA	92121		001-37487
0001062993-23-018622	0001252524	EMSTER KURT VON	Director			C/O CYMABAY THERAPEUTICS, INC.	7575 GATEWAY BLVD., SUITE 110	NEWARK	CA	94560		001-36500
0001209191-23-050877	0001453799	Smith Charles Andrew	Officer	EVP & Chief Financial Officer		10713 W. SAM HOUSTON PKWY N.	SUITE 800	HOUSTON	TX	77064		001-39270
0000950103-23-014313	0001994746	Knighthead Opportunities Capital Management, LLC	TenPercentOwner			280 PARK AVENUE	FLOOR 22	NEW YORK	NY	10017		001-39541
0000950103-23-014313	0001871984	Certares Opportunities LLC	TenPercentOwner			350 MADISON AVENUE	FLOOR 8	NEW YORK	NY	10017		001-39541
0000950103-23-014313	0001994765	CK Opportunities GP, LLC	TenPercentOwner			KNIGHTHEAD OPPORTUNITIES CAPITAL MGMT	280 PARK AVENUE, FLOOR 22	NEW YORK	NY	10017		001-39541
0000950103-23-014313	0001994757	CK Wheels LLC	TenPercentOwner			KNIGHTHEAD OPPORTUNITIES CAPITAL MGMT	280 PARK AVENUE, FLOOR 22	NEW YORK	NY	10017		001-39541
0001437749-23-027200	0001410553	Carney Robert F	Director			C/O SOUND FINANCIAL BANCORP, INC.	2400 3RD AVENUE, SUITE 150	SEATTLE	WA	98121		001-35633
0001104659-23-105448	0001994745	Zirkin Adam Ross	Director			C/O WHEELS UP EXPERIENCE INC.	601 WEST 26TH STREET	NEW YORK	NY	10001		001-39541
0001104659-23-105447	0001962643	Nedelman Jeffrey	Director			C/O WHEELS UP EXPERIENCE INC.	601 WEST 26TH STREET	NEW YORK	NY	10001		001-39541
0001104659-23-105446	0001559238	Mattson George N	Director			C/O WHEELS UP EXPERIENCE INC.	601 WEST 26TH STREET	NEW YORK	NY	10001		001-39541
0001104659-23-105444	0001994893	Lazar Zachary George	Director			C/O WHEELS UP EXPERIENCE INC.	601 WEST 26TH STREET	NEW YORK	NY	10001		001-39541
0001104659-23-105443	0001964698	Davis Andrew Stephen	Director			C/O WHEELS UP EXPERIENCE INC.	601 WEST 26TH STREET	NEW YORK	NY	10001		001-39541
0001104659-23-105441	0001994756	Cantor Adam Corey	Director			C/O WHEELS UP EXPERIENCE INC.	601 WEST 26TH STREET	NEW YORK	NY	10001		001-39541
0001104659-23-105439	0001449365	BELLEMARE ALAIN	Director			C/O WHEELS UP EXPERIENCE INC.	601 WEST 26TH STREET	NEW YORK	NY	10001		001-39541
0001127602-23-024890	0001294693	Benioff Marc	Director,Officer	Chair and CEO		415 MISSION STREET	3RD FLOOR	SAN FRANCISCO	CA	94105		001-32224
0000902664-23-004969	0001859730	Slocum William J	Director			C/O INCLUSIVE CAPITAL PARTNERS, L.P.	1170 GORGAS AVENUE	SAN FRANCISCO	CA	94129		001-37586
0000950170-23-050853	0001799812	Adjuvant Global Health Technology Fund DE, L.P.	TenPercentOwner			C/O ADJUVANT CAPITAL, L.P.	501 FIFTH AVENUE, SUITE 1404	NEW YORK	NY	10017		001-41331
0000950170-23-050853	0001935084	Adjuvant Capital Management, LLC	TenPercentOwner			C/O ADJUVANT CAPITAL, L.P.	501 FIFTH AVENUE, SUITE 1404	NEW YORK	NY	10017		001-41331
0000950170-23-050853	0001783165	Adjuvant Global Health Technology Fund, L.P.	TenPercentOwner			C/O ADJUVANT CAPITAL, L.P.	501 FIFTH AVENUE, SUITE 1404	NEW YORK	NY	10017		001-41331
0000950170-23-050853	0001935100	Adjuvant Capital GP, L.P.	TenPercentOwner			C/O ADJUVANT CAPITAL, L.P.	501 FIFTH AVENUE, SUITE 1404	NEW YORK	NY	10017		001-41331
0000950170-23-050851	0001914847	Aziz Kabeer	Director,TenPercentOwner			C/O AN2 THERAPEUTICS, INC.	1800 EL CAMINO REAL, SUITE D	MENLO PARK	CA	94027		001-41331
0001562180-23-007069	0001666121	Farquhar Scott	Director,Officer,TenPercentOwner	Co-CEO, Co-Founder		C/O ATLASSIAN CORPORATION	350 BUSH STREET, FLOOR 13	SAN FRANCISCO	CA	94104		001-37651
0001562180-23-007068	0001666120	Cannon-Brookes Michael	Director,Officer,TenPercentOwner	Co-CEO, Co-Founder		C/O ATLASSIAN CORPORATION	350 BUSH STREET, FLOOR 13	SAN FRANCISCO	CA	94104		001-37651
0001062993-23-018619	0001389549	Pittman Paul A	Director,Officer	Executive Chairman		C/O FARMLAND PARTNERS INC.	4600 S. SYRACUSE STREET SUITE 1450	DENVER	CO	80237		001-36405
0001127602-23-024888	0001696737	Furner John R.	Officer	Executive Vice President		702 S.W. 8TH STREET		BENTONVILLE	AR	72716-0215		001-06991
0001209191-23-050875	0001106321	O CONNOR KEVIN J	Director			C/O PROCORE TECHNOLOGIES, INC.	6309 CARPINTERIA AVE	CARPINTERIA	CA	93013		001-40396
0001633917-23-000139	0001215315	SCHULMAN DANIEL H	Director			C/O PAYPAL HOLDINGS, INC.	2211 NORTH FIRST STREET	SAN JOSE	CA	95131		001-36859
0001127602-23-024887	0001335782	McMillon C Douglas	Director,Officer	President and CEO		702 S.W. 8TH STREET		BENTONVILLE	AR	72716-0215		001-06991
0001209191-23-050874	0001816210	Patel Sanjiv	Director,Officer	President and CEO		C/O RELAY THERAPEUTICS, INC.	399 BINNEY STREET, 2ND FLOOR	CAMBRIDGE	MA	02139		001-39385
0001202560-23-000005	0001202560	MADISON GEORGE W	Director			1 BELVEDERE PLACE	SUITE 300	MILL VALLEY	CA	94941		001-13759
0001850356-23-000010	0001850356	Mahlan Deirdre	Director,Officer	See Remarks		1201 DOWDELL LANE		SAINT HELENA	CA	94574		001-40240
0001493152-23-034916	0001865131	Seshadri Vishwas	Director,Officer	Chief Executive Officer		6555 CARNEGIE AVE., 4TH FLOOR		CLEVELAND	OH	44103		001-15771
0001564301-23-000009	0001564301	Debora Horvath D	Director			1 BELVEDERE PLACE	SUITE 300	MILL VALLEY	CA	94941		001-13759
0000874015-23-000199	0001073387	BENNETT C FRANK	Officer	EVP, Chief Scientific Officer		2855 GAZELLE COURT		CARLSBAD	CA	92010		000-19125
0000096021-23-000177	0001203097	SHIRLEY EDWARD D	Director			1390 ENCLAVE PARKWAY		HOUSTON	TX	77077		001-06544
0001814329-23-000019	0001950515	Martinez Axel	Officer	Chief Financial Officer		C/O ASTRA SPACE, INC.	1900 SKYHAWK STREET	ALAMEDA	CA	94501		001-39426
0001493152-23-034904	0001715291	Vazzano Joseph Walter	Officer	Chief Financial Officer		6555 CARNEGIE AVE, 4TH FLOOR		CLEVELAND	OH	44103		001-15771
0000096021-23-000175	0001903968	Paul Alison Kenney	Director			1390 ENCLAVE PARKWAY		HOUSTON	TX	77077		001-06544
0001221603-23-000008	0001221603	PROCTOR GEORGANNE	Director			1 BELVEDERE PLACE	SUITE 300	MILL VALLEY	CA	94941		001-13759
0001744489-23-000177	0001935127	Schake Kristina K	Officer	Sr. EVP and Chief Comm Officer		500 SOUTH BUENA VISTA STREET		BURBANK	CA	91521		001-38842
0001493152-23-034903	0001884342	O'Malley Brendan M.	Officer	SVP, General Counsel		6555 CARNEGIE AVE, 4TH FLOOR		CLEVELAND,	OH	44103		001-15771
0000096021-23-000173	0001422763	Koerber Hans-Joachim	Director			1390 ENCLAVE PARKWAY		HOUSTON	TX	77077		001-06544
0001127602-23-024885	0001545193	Wilson Andrew	Director,Officer	CEO and Board Chair		209 REDWOOD SHORES PARKWAY		REDWOOD CITY	CA	94065		000-17948
0000096021-23-000171	0001189793	GLASSCOCK LARRY C	Director			1390 ENCLAVE PARKWAY		HOUSTON	TX	77077		001-06544
0000832988-23-000239	0001808156	Ciccolini Vincent	Officer	Chief Accounting Officer		CLARENDON HOUSE	2 CHURCH STREET	HAMILTON	D0	HM11	BERMUDA	001-32349
0001209191-23-050870	0001546605	Wan Tim M	Officer	Chief Financial Officer		C/O ASANA, INC.	633 FOLSOM STREET, SUITE 100	SAN FRANCISCO	CA	94107		001-39495
0001531152-23-000123	0001743889	Werner William C.	Officer	EVP, Strategy & Development		C/O BJ'S WHOLESALE CLUB HOLDINGS, INC.	350 CAMPUS DRIVE	MARLBOROUGH	MA	01752		001-38559
0000096021-23-000169	0001837149	Dibadj Ali	Director			1390 ENCLAVE PARKWAY		HOUSTON	TX	77077		001-06544
0001441816-23-000184	0001767034	Pech Cedric	Officer	Chief Revenue Officer		C/O MONGODB, INC.	1633 BROADWAY, 38TH FLOOR	NEW YORK	NY	10019		001-38240
0000096021-23-000167	0001415303	Brutto Daniel J	Director			1390 ENCLAVE PARKWAY		HOUSTON	TX	77077		001-06544
0001451809-23-000074	0001834679	Assaderaghi Fariborz	Officer	See Remarks		C/O SITIME CORPORATION	5451 PATRICK HENRY DR.	SANTA CLARA	CA	95054		001-39135
0001814329-23-000018	0001156092	LEHMAN MICHAEL E	Director			C/O ASTRA SPACE, INC.	1900 SKYHAWK STREET	ALAMEDA	CA	94501		001-39426
0000935836-23-000628	0001878549	Repertoire Master Fund LP	TenPercentOwner			345 CALIFORNIA STREET, SUITE 600		SAN FRANCISCO	CA	94104		814-00735
0001698530-23-000111	0001995512	Eom Minhee	Director			2430 N. HALSTED ST.		CHICAGO	IL	60614		001-39011
0001127602-23-024883	0001673171	Little Sonya C	Director			P.O. BOX 4019		GULFPORT	MS	39502		001-36872
0001814329-23-000017	0001713207	Cullivan Julie A	Director			C/O ASTRA SPACE, INC.	1900 SKYHAWK STREET	ALAMEDA	CA	94501		001-39426
0001478242-23-000094	0001181162	STAUB W RICHARD	Officer	See Remarks		C/O IQVIA HOLDINGS INC.	2400 ELLIS ROAD	DURHAM	NC	27703		001-35907
0001104659-23-105403	0001816609	Lonial Sagar	Director			3020 CARRINGTON MILL BLVD,	SUITE 475	MORRISVILLE	NC	27560		001-32639
0001104659-23-105402	0001705904	Schafer Klaus	Director			C/O ALTIMMUNE, INC.,	910 CLOPPER ROAD, SUITE 201S	GAITHERSBURG	MD	20878		001-32587
0001104659-23-105401	0001428764	Drutz David	Director			C/O ALTIMMUNE, INC.,	910 CLOPPER ROAD, SUITE 201S	GAITHERSBURG	MD	20878		001-32587
0001233565-23-000010	0001233565	KUBICEK GREG H	Director			1 BELVEDERE PLACE	SUITE 300	MILL VALLEY	CA	94941		001-13759
0001104659-23-105400	0001645514	HUME DANIEL	Director			3020 CARRINGTON MILL BLVD,	SUITE 475	MORRISVILLE	NC	27560		001-32639
0001104659-23-105399	0001705562	Hodges Philip	Director			C/O ALTIMMUNE, INC.,	910 CLOPPER ROAD, SUITE 201S	GAITHERSBURG	MD	20878		001-32587
0001127602-23-024881	0001845677	Kelly Jason R	Director,Officer	See remarks		C/O GINKGO BIOWORKS HOLDINGS	27 DRYDOCK AVENUE	BOSTON	MA	02210		001-40097
0001873923-23-000088	0001206771	ALLEN KATHLEEN	Director			C/O ORION OFFICE REIT INC.	2398 E. CAMELBACK ROAD, SUITE 1060	PHOENIX	AZ	85016		001-40873
0001104659-23-105395	0001555132	Sohn Catherine A.	Director			C/O ALTIMMUNE, INC.	910 CLOPPER ROAD, SUITE 201S	GAITHERSBURG	MD	20878		001-32587
0001104659-23-105394	0001573722	Hoberman Kenneth	Director			3020 CARRINGTON MILL BLVD,	SUITE 475	MORRISVILLE	NC	27560		001-32639
0001104659-23-105393	0001409939	GILL JOHN	Director			C/O ALTIMMUNE, INC.,	910 CLOPPER ROAD, SUITE 201S	GAITHERSBURG	MD	20878		001-32587
0001104659-23-105390	0001201196	SAYARE MITCHEL	Director			C/O ALTIMMUNE, INC.,	910 CLOPPER ROAD, SUITE 201S	GAITHERSBURG	MD	20878		001-32587
0001104659-23-105389	0001561958	Echelard Yann	Director			3020 CARRINGTON MILL BLVD,	SUITE 475	MORRISVILLE	NC	27560		001-32639
