ACCESSION_NUMBER	RPTOWNERCIK	RPTOWNERNAME	RPTOWNER_RELATIONSHIP	RPTOWNER_TITLE	RPTOWNER_TXT	RPTOWNER_STREET1	RPTOWNER_STREET2	RPTOWNER_CITY	RPTOWNER_STATE	RPTOWNER_ZIPCODE	RPTOWNER_STATE_DESC	FILE_NUMBER
0001214659-20-008247	0001469912	Lally-Green Maureen	Director			1000 CONSOL ENERGY DRIVE		CANONSBURG	PA	15317		001-14901
0001213900-20-029373	0001806925	Hallock Kenneth	Director			C/O GREENWICH LIFESCIENCES, INC.	3992 BLUEBONNET DR., BUILDING 14	STAFFORD	TX	77477		001-39555
0001213900-20-029372	0001303311	McWilliams David	Director			C/O GREENWICH LIFESCIENCES, INC.	3992 BLUEBONNET DR., BUILDING 14	STAFFORD	TX	77477		001-39555
0001104659-20-110589	0001023870	SHAW DAVID E	TenPercentOwner			120 WEST 45TH STREET, 39TH FLOOR		NEW YORK	NY	10036		001-39206
0001209191-20-052522	0001651687	BLACKWOOD-KAPRAL LISA	Officer	Chief Accounting Officer		C/O LYFT, INC.	185 BERRY STREET, SUITE 5000	SAN FRANCISCO	CA	94107		001-38846
0001628280-20-014078	0001304471	Arougheti Michael J	Director,Officer	Co-Founder, CEO and President		2000 AVENUE OF THE STARS	12TH FLOOR	LOS ANGELES	CA	90067		001-36429
0001567619-20-017293	0001584999	Miller Vincent A.	Director			C/O REVOLUTION MEDICINES, INC.	700 SAGINAW DRIVE	REDWOOD CITY	CA	94063		001-39219
0001628280-20-014077	0001025976	KAPLAN DAVID B	Director,Officer	Co-Founder & Co-Chair of PEG		2000 AVENUE OF THE STARS	12TH FLOOR	LOS ANGELES	CA	90067		001-36429
0001567619-20-017292	0001246842	GOLDSMITH MARK A	Director,Officer	See Remarks		C/O REVOLUTION MEDICINES, INC.	700 SAGINAW DRIVE	REDWOOD CITY	CA	94063		001-39219
0000895126-20-000158	0001243194	RYAN THOMAS L	Director			6100 N. WESTERN AVE.		OKLAHOMA CITY	OK	73118		001-13726
0001567619-20-017291	0001462808	Kelsey Stephen Michael	Officer	See Remarks		C/O REVOLUTION MEDICINES, INC.	700 SAGINAW DRIVE	REDWOOD CITY	CA	94063		001-39219
0001213900-20-029357	0001822776	Standish Mark	Director			C/O CREATD, INC.	2050 CENTER AVENUE, SUITE 640	FORT LEE	NJ	07024		001-39500
0000769993-20-000348	0001783109	Arnold Anthony	Director			C/O GOLDMAN SACHS & CO. LLC	200 WEST STREET	NEW YORK	NY	10282		001-38996
0001209191-20-052521	0001613480	Johnston Cesar	Officer	COO & EVP, Engineering		C/O ENERGOUS CORPORATION	3590 NORTH FIRST STREET, SUITE 210	SAN JOSE	CA	95134		001-36379
0000769993-20-000347	0001805172	Helgason Magnus T	Director			C/O GOLDMAN SACHS & CO. LLC	200 WEST STREET	NEW YORK	NY	10282		001-38996
0000769993-20-000346	0000886982	GOLDMAN SACHS GROUP INC	TenPercentOwner			200 WEST STREET		NEW YORK	NY	10282		001-38996
0000769993-20-000346	0000769993	GOLDMAN SACHS & CO. LLC	TenPercentOwner			200 WEST STREET		NEW YORK	NY	10282		001-38996
0001140361-20-022038	0001397383	Ittycheria Dev	Director			2550 SAND HILL ROAD, SUITE 150		MENLO PARK	CA	94025		001-39573
0001104659-20-110572	0001422022	RUCKDAESCHEL ALEXANDER	Director			25 HENDRIX ROAD, SUITE A		WEST HENRIETTA	NY	14586		001-35955
0001140361-20-022035	0001184230	BARTON RICHARD N	Director			2550 SAND HILL ROAD, SUITE 150		MENLO PARK	CA	94025		001-39573
0001217234-20-000166	0001613855	Maag Peter	Director,Officer	Chief Executive Officer		C/O CAREDX, INC.	1 TOWER PLACE, 9TH FLOOR	SOUTH SAN FRANCISCO	CA	94080		001-36536
0001140361-20-022033	0001823473	Siam Hab	Director,Officer,TenPercentOwner	General Counsel		2550 SAND HILL ROAD	SUITE 150	MENLO PARK	CA	94025		001-39573
0001140361-20-022032	0001775157	GERSTNER BRAD	Director,Officer,TenPercentOwner	CEO and President		2550 SAND HILL ROAD, SUITE 150		MENLO PARK	CA	94025		001-39573
0001140361-20-022030	0001824970	Dozie Aishetu Fatima	Director			2550 SAND HILL ROAD	SUITE 150	MENLO PARK	CA	94025		001-39573
0001506293-20-000219	0001654271	Yang Tseli Lily	Officer	Chief Accounting Officer		C/O PINTEREST, INC.	505 BRANNAN STREET	SAN FRANCISCO	CA	94107		001-38872
0001104659-20-110563	0001817784	SKG Sponsor LLC	TenPercentOwner			C/O RECHARGE ACQUISITION CORP.	1900 MAIN STREET, SUITE 201	SARASOTA	FL	34236		001-39578
0001104659-20-110564	0001184141	GRABER DONALD R	Director			C/O RECHARGE ACQUISITION CORP.	1900 MAIN STREET, SUITE 201	SARASOTA	FL	34236		001-39578
0001104659-20-110562	0001184146	SOIN RAJESH K	Director,TenPercentOwner			C/O RECHARGE ACQUISITION CORP.	1900 MAIN STREET, SUITE 201	SARASOTA	FL	34236		001-39578
0001104659-20-110561	0001266632	GEARHARDT MICHAEL I	Officer	Chief Financial Officer		C/O RECHARGE ACQUISITION CORP.	1900 MAIN STREET, SUITE 201	SARASOTA	FL	34236		001-39578
0001104659-20-110566	0001511361	STEENROD MITCHELL D	Director			C/O RECHARGE ACQUISITION CORP.	1900 MAIN STREET, SUITE 201	SARASOTA	FL	34236		001-39578
0001104659-20-110560	0001520800	Kenney Anthony R.	Director,Officer	Chief Executive Officer		C/O RECHARGE ACQUISITION CORP.	1900 MAIN STREET, SUITE 201	SARASOTA	FL	34236		001-39578
0001104659-20-110565	0001670760	BACHMAN JOHN E.	Director			C/O RECHARGE ACQUISITION CORP.	1900 MAIN STREET, SUITE 201	SARASOTA	FL	34236		001-39578
0001209191-20-052520	0001255240	NEKRITZ EDWARD S	Officer	Chief Legal Off./Gen. Counsel		C/O PROLOGIS, INC.	PIER 1, BAY 1	SAN FRANCISCO	CA	94111		001-13545
0001209191-20-052519	0001055951	ORBIMED ADVISORS LLC	Director,TenPercentOwner			601 LEXINGTON AVENUE, 54TH FLOOR		NEW YORK	NY	10022		001-39527
0001209191-20-052519	0001682115	OrbiMed Capital GP VI LLC	Director,TenPercentOwner			601 LEXINGTON AVENUE, 54TH FLOOR		NEW YORK	NY	10022		001-39527
0001209191-20-052518	0001236927	FRIEDMAN PAUL A	Director			C/O PRELUDE THERAPEUTICS INCORPORATED	200 POWDER MILL ROAD	WILMINGTON	DE	19801		001-39527
0001209191-20-052517	0001572451	Bonita David P	Director,TenPercentOwner			C/O PRELUDE THERAPEUTICS INCORPORATED	200 POWDER MILL ROAD	WILMINGTON	DE	19801		001-39527
0001047862-20-000197	0001188972	SUTHERLAND L FREDERICK	Director			CONSOLIDATED EDISON, INC.	4 IRVING PLACE, ROOM 16-205	NEW YORK	NY	10003		001-14514
0001047862-20-000196	0001722817	Stanley Deirdre	Director			CONSOLIDATED EDISON, INC.	4 IRVING PLACE, ROOM 16-205	NEW YORK	NY	10003		001-14514
0001047862-20-000195	0001221061	RANGER MICHAEL W	Director			CONSOLIDATED EDISON, INC. C/O SECRETARY	4 IRVING PLACE; ROOM 16-205	NEW YORK	NY	10003		001-14514
0001209191-20-052516	0001640731	Fairclough, Jr. Fred W.	Director			C/O ALTABANCORP	1 EAST MAIN STREET	AMERICAN FORK	UT	84003		001-37416
0001280263-20-000115	0001558685	Day Christopher	Officer	VP, Marketing		3101 JAY STREET		SANTA CLARA	CA	95054		001-35667
0001517413-20-000214	0001769490	Bergman Artur	Director,Officer,TenPercentOwner	Chief Architect, Exec. Chair		C/O FASTLY, INC.	475 BRANNAN STREET, SUITE 300	SAN FRANCISCO	CA	94107		001-38897
0001127602-20-025933	0001740868	Kay Valerie	Officer	Chief Capital Officer		C/O LENDINGCLUB CORPORATION	595 MARKET ST. #200	SAN FRANCISCO	CA	94105		001-36771
0000899243-20-026552	0001822299	Slutsky Andrew	Officer	President & Consumer		C/O GOODRX HOLDINGS, INC.	233 WILSHIRE BLVD., SUITE 990	SANTA MONICA	CA	90401		001-39549
0001209191-20-052514	0001673606	St. Ledger Susan	Officer	President, WW Field Operations		C/O SPLUNK INC.	270 BRANNAN STREET	SAN FRANCISCO	CA	94107		001-35498
0001585521-20-000266	0001765578	Crehan Shane	Officer	Chief Accounting Officer		C/O ZOOM VIDEO COMMUNICATIONS, INC.	55 ALMADEN BOULEVARD, 6TH FLOOR	SAN JOSE	CA	95113		001-38865
0001209191-20-052513	0001786824	Mercer Patrick	Officer	COO		1212 TERRA BELLA AVENUE		MOUNTAIN VIEW	CA	94043		000-27598
0001512013-20-000001	0001512013	Brannock Kirk R	Director			750 NORTH COMMONS DRIVE		AURORA	IL	60504		000-27266
0001209191-20-052511	0001557533	Ajer Jeffrey Robert	Director			105 DIGITAL DRIVE		NOVATO	CA	94949		000-24006
0001125376-20-000156	0001303995	Daniels Lee A	Director			29222 RANCHO VIEJO ROAD	SUITE 127	SAN JUAN CAPISTRANO	CA	92675		001-33757
0001213900-20-029334	0001772838	White Verdi Ray III	Officer	Chief Retail Officer		C/O PURPLE INNOVATION, INC.,	4100 N. CHAPEL RIDGE RD., SUITE 200	LEHI	UT	84043		001-37523
0001213900-20-029333	0001529244	Legg John A.	Officer	Chief Operating Officer		C/O PURPLE INNOVATION, INC.,	4100 N. CHAPEL RIDGE RD., SUITE 200	LEHI	UT	84043		001-37523
0001260085-20-000001	0001260085	CHANDLER SCOTT C	Director			750 N COMMONS DR		AURORA	IL	60504		000-27266
0001493152-20-018655	0001645602	Peterson Todd A	Officer	Chief Financial Officer		3608 MALLARDWOOD DRIVE		LAS VEGAS,	NV	89129		000-54239
0001493152-20-018653	0001347187	Principi Anthony	Director			C/O HARROW HEALTH, INC.	102 WOODMONT BLVD., SUITE 610	NASHVILLE	TN	37205		001-35814
0001493152-20-018649	0001641475	Van Horn R. Lawrence	Director			102 WOODMONT BLVD., SUITE 610		NASHVILLE	TN	37205		001-35814
0001567619-20-017290	0001046240	STRANGHOENER LAWRENCE W	Director			200 WEST STREET		NEW YORK	NY	10282		811-22856
0001437749-20-020496	0001558977	Vickers Thomas E	Director			PO BOX 1715		BOCA RATON	FL	33429		001-14605
0001567619-20-017288	0001353127	DiMaria Joseph F	Officer	Principal Accounting Officer		30 HUDSON STREET		JERSEY CITY	NJ	07302		811-22856
0001493152-20-018647	0001641475	Van Horn R. Lawrence	Director			102 WOODMONT BLVD., SUITE 610		NASHVILLE	TN	37205		001-35814
0001628280-20-014069	0001488350	Lindstrand Staffan	Director			C/O PULMONX CORPORATION	700 CHESAPEAKE DRIVE	REDWOOD CITY	CA	94603		001-39562
0001628280-20-014068	0001804146	Rose Geoffrey Beran	Officer	Chief Commercial Officer		C/O PULMONX CORPORATION	700 CHEASAPEAKE DRIVE	REDWOOD CITY	CA	94063		001-39562
0001567619-20-017286	0001181174	DORSA CAROLINE	Director			200 WEST STREET		NEW YORK	NY	10282		811-22856
0001306830-20-000181	0001731983	Casey Benita M	Officer	VP-Finance, Controller & CAO		C/O CELANESE CORPORATION	222 W LAS COLINAS BLVD. SUITE 900N	IRVING	TX	75039		001-32410
0001628280-20-014067	0001805624	French Glendon E. III	Director,Officer	President and CEO		C/O PULMONX CORPORATION	700 CHESAPEAKE DRIVE	REDWOOD CITY	CA	94063		001-39562
0001628280-20-014066	0001034413	FERRARI RICHARD M	Director			C/O PULMONX CORPORATION	700 CHESAPEAKE DRIVE	REDWOOD CITY	CA	94063		001-39562
0001628280-20-014065	0001670118	Sung Derrick	Officer	Chief Financial Officer		C/O PULMONX CORPORATION	700 CHESAPEAKE DRIVE	REDWOOD CITY	CA	94063		001-39562
0001470132-20-000001	0001470132	Foskett Robert W	Director,TenPercentOwner			750 NORTH COMMONS DRIVE		AURORA	IL	60504		000-27266
0001628280-20-014064	0001222358	Mead Dana G Jr.	Director			C/O KLEINER PERKINS CAUFIELD & BYERS	2750 SAND HILL ROAD	MENLO PARK	CA	94025		001-39562
0001628280-20-014063	0001402459	Florin Daniel P	Director			C/O PULMONX CORPORATION	700 CHESAPEAKE DRIVE	REDWOOD CITY	CA	94603		001-39562
0001567619-20-017284	0001666601	Yoo Julien	Officer	Chief Compliance Officer		200 WEST STREET		NEW YORK	NY	10282		811-22856
0001209191-20-052510	0001795500	Aji Rajesh A.	Officer	General Counsel & CCO		C/O BILL.COM HOLDINGS, INC.	1800 EMBARCADERO ROAD	PALO ALTO	CA	94303		001-39149
0001567619-20-017282	0001591009	Kraus Caroline	Officer	Secretary		200 WEST STREET		NEW YORK	NY	10282		811-22856
0001209191-20-052509	0001726369	Yang Emily	Officer	VP Worldwide Sales/Marketing		4949 HEDGCOXE ROAD	SUITE 200	PLANO	TX	75024		002-25577
0001638599-20-000842	0001580575	Baker Bros. Advisors (GP) LLC	Director,TenPercentOwner			860 WASHINGTON STREET	3RD FLOOR	NEW YORK	NY	10014		001-39527
0001638599-20-000842	0001087939	BAKER JULIAN	Director,TenPercentOwner			860 WASHINGTON STREET, 3RD FLOOR		NEW YORK	NY	10014		001-39527
0001638599-20-000842	0001551139	667, L.P.	Director,TenPercentOwner			860 WASHINGTON STREET, 3RD FLOOR		NEW YORK	NY	10014		001-39527
0001638599-20-000842	0001363364	Baker Brothers Life Sciences LP	Director,TenPercentOwner			860 WASHINGTON STREET	3RD FLOOR	NEW YORK	NY	10014		001-39527
0001638599-20-000842	0001263508	BAKER BROS. ADVISORS LP	Director,TenPercentOwner			860 WASHINGTON STREET	3RD FLOOR	NEW YORK	NY	10014		001-39527
0001638599-20-000842	0001087940	BAKER FELIX	Director,TenPercentOwner			860 WASHINGTON STREET	3RD FLOOR	NEW YORK	NY	10014		001-39527
0001567619-20-017280	0001591009	Kraus Caroline	Officer	Secretary		200 WEST STREET		NEW YORK	NY	10282		811-22979
0001437749-20-020494	0001232737	LANE ALAN J	Director			1535 FARADAY AVENUE		CARLSBAD	CA	92008		000-15701
0001209191-20-052508	0001368889	White Richard Dallas	Officer	Corporate Secretary		4949 HEDGCOXE ROAD	SUITE 200	PLANO	TX	75024		002-25577
0001567619-20-017278	0001591241	McNamara James A.	Director,Officer	President (CEO)		200 WEST STREET		NEW YORK	NY	10282		811-22856
0001567619-20-017276	0001591241	McNamara James A.	Director,Officer	President (CEO)		200 WEST STREET		NEW YORK	NY	10282		811-22979
0001123292-20-001116	0001809969	Thomas Wendy	Officer	President, Customer Success		C/O SECUREWORKS CORP	ONE CONCOURSE PARKWAY NE, SUITE 500	ATLANTA	GA	30328		001-37748
0001209191-20-052507	0001824799	Clayton Thomas J.	Officer	Chief Revenue Officer		C/O BILL.COM HOLDINGS, INC.	1800 EMBARCADERO ROAD	PALO ALTO	CA	94303		001-39149
0001567619-20-017274	0001649259	Latham Michael Arthur	Director			200 WEST STREET		NEW YORK	NY	10282		811-22856
0001209191-20-052506	0001196531	LU KEH SHEW	Director,Officer	President & CEO		4949 HEDGCOXE ROAD	SUITE 200	PLANO	TX	75024		002-25577
0001242424-20-000001	0001242424	PENNY ROBERT C III	Director,TenPercentOwner			750 NORTH COMMONS DRIVE		AURORA	IL	60504		000-27266
0001013065-20-000004	0001013065	AUSTIN WILLIAM M	Director			800 GESSNER STREET, SUITE 1000		HOUSTON	TX	77024		001-38183
0001567619-20-017272	0001649259	Latham Michael Arthur	Director			200 WEST STREET		NEW YORK	NY	10282		811-22979
0001209191-20-052505	0001087426	SHATTUCK MAYO A III	Director			C/O ALARM.COM HOLDINGS, INC.	8281 GREENSBORO DRIVE, SUITE 100	TYSONS	VA	22102		001-37461
0001077183-20-000189	0001518732	JONES STEVEN C	Director			12701 COMMONWEALTH DRIVE SUITE 9		FORT MYERS	FL	33913		001-35756
0001567619-20-017270	0001189960	LANG LINDA	Director			200 WEST STREET		NEW YORK	NY	10282		811-22856
0001742891-20-000008	0001742891	Blossman John Brandon	Officer	Chief Financial Officer		800 GESSNER STREET, SUITE 1000		HOUSTON	TX	77024		001-38183
0001567619-20-017266	0001189960	LANG LINDA	Director			200 WEST STREET		NEW YORK	NY	10282		811-22979
0001377789-20-000086	0001590070	SMITH PETE A	Officer	President and CEO		AVIAT NETWORKS INC.	200 PARKER DRIVE, SUITE C100A	AUSTIN	TX	78728		001-33278
0001567619-20-017264	0000921669	ICAHN CARL C	TenPercentOwner			C/O ICAHN ASSOCIATES HOLDINGS LLC	16690 COLLINS AVENUE - PH-1	SUNNY ISLES BEACH	FL	33160		001-09210
0001567619-20-017264	0001322827	ICAHN PARTNERS MASTER FUND LP	TenPercentOwner			16690 COLLINS AVENUE - PH-1		SUNNY ISLES BEACH	FL	33160		001-09210
0001567619-20-017264	0001313666	ICAHN PARTNERS LP	TenPercentOwner			16690 COLLINS AVENUE - PH-1		SUNNY ISLES BEACH	FL	33160		001-09210
0001567619-20-017262	0001591611	Cooper Matthew	Other		Portfolio Manager	200 WEST STREET		NEW YORK	NY	10282		811-22856
0001567619-20-017260	0001591611	Cooper Matthew	Other		Portfolio Manager	200 WEST STREET		NEW YORK	NY	10282		811-22979
0000899243-20-026550	0001552446	DYER TERRENCE M	Officer	SVP - HR & Comm		8540 GANDER CREEK DRIVE		MIAMISBURG	OH	45342		001-34056
0000899243-20-026549	0001806227	Haas Aaron D.	Officer	SVP - Sales & Mktg		8540 GANDER CREEK DRIVE		MIAMISBURG	OH	45342		001-34056
0001567619-20-017258	0001455505	Loupis Kyri	Other		Portfolio Manager	200 WEST STREET		NEW YORK	NY	10282		811-22856
0000899243-20-026548	0001681544	St. John Adam	Director,Officer	CEO		8540 GANDER CREEK DRIVE		MIAMISBURG	OH	45342		001-34056
0001209191-20-052504	0001254779	DENMAN KENNETH D	Director			999 LAKE DRIVE		ISSAQUAH	WA	98007		000-20355
0001209191-20-052503	0001005170	WINFREY OPRAH	Director,TenPercentOwner			675 AVENUE OF THE AMERICAS, 6TH FLOOR		NEW YORK	NY	10010		001-16769
0001320695-20-000154	0001808900	ODonnell Patrick M	Officer	Chief Accounting Officer		2021 SPRING ROAD, SUITE 600		OAK BROOK	IL	60523		001-32504
0000899243-20-026545	0001515108	Campbell Allen James	Officer	SVP and CFO		8540 GANDER CREEK DRIVE		MIAMISBURG	OH	45342		001-34056
0001567619-20-017256	0001455505	Loupis Kyri	Other		Portfolio Manager	200 WEST STREET		NEW YORK	NY	10282		811-22979
0001713683-20-000173	0001733850	Sinha Amit	Director,Officer	President of R&D and CTO		C/O ZSCALER, INC.	120 HOLGER WAY	SAN JOSE	CA	95134		001-38413
0000899243-20-026543	0001542249	Kirt Jeffrey E	Director			8540 GANDER CREEK DRIVE		MIAMISBURG	OH	45342		001-34056
0001127602-20-025930	0001826154	Gueden Jacques-Edouard	Other		President, EMEA Operations	XEROX CORPORATION	201 MERRITT 7	NORWALK	CT	06851		001-39013
0001567619-20-017254	0001591610	Jois Ganesh	Other		Portfolio Manager	200 WEST STREET		NEW YORK	NY	10282		811-22856
0001209191-20-052501	0001053892	SOBECKI CHRISTOPHER J	Director			675 AVENUE OF THE AMERICAS, 6TH FLOOR		NEW YORK	NY	10010		001-16769
0000899243-20-026541	0001809543	Archambeau Matthew	Officer	SVP - Mfg & Energy		8540 GANDER CREEK DRIVE		MIAMISBURG	OH	45342		001-34056
0001445866-20-001428	0001603326	TSV Investment Partners, LLC	TenPercentOwner			425 WEED STREET		NEW CANAAN	CT	06840		001-35020
0001445866-20-001428	0001311443	BlueLine Partners, L.L.C.	TenPercentOwner			3480 BUSKIRK AVENUE	SUITE 214	PLEASANT HILL	CA	94523		001-35020
0001445866-20-001428	0001460781	BlueLine Capital Partners II, L.P.	TenPercentOwner			3480 BUSKIRK AVENUE	SUITE 214	PLEASANT HILL	CA	94523		001-35020
0001445866-20-001428	0001601397	Meridian OHC Partners, LP	Director,TenPercentOwner			425 WEED STREET		NEW CANAAN	CT	06840		001-35020
0001445866-20-001428	0001601536	Meridian TSV II, LP	TenPercentOwner			425 WEED STREET		NEW CANAAN	CT	06840		001-35020
