ACCESSION_NUMBER	RPTOWNERCIK	RPTOWNERNAME	RPTOWNER_RELATIONSHIP	RPTOWNER_TITLE	RPTOWNER_TXT	RPTOWNER_STREET1	RPTOWNER_STREET2	RPTOWNER_CITY	RPTOWNER_STATE	RPTOWNER_ZIPCODE	RPTOWNER_STATE_DESC	FILE_NUMBER
0000891166-23-000033	0001287040	DOWNES SEAN P	Director			1110 WEST COMMERCIAL BOULEVARD	SUITE 100	FORT LAUDERDALE	FL	33309		001-33251
0001140361-23-015492	0001923324	Fiedler Terri N	Officer	President Retirement Services		C/O COREBRIDGE FINANCIAL, INC.	2919 ALLEN PARKWAY, WOODSON TOWER	HOUSTON	TX	77019		001-41504
0001140361-23-015490	0001611311	Rosenbaum David P.	Officer	Chief Development Officer		C/O ARDELYX, INC.	400 FIFTH AVENUE, SUITE 210	WALTHAM	MA	02451		001-36485
0001209191-23-021944	0001878916	Chung Bernard	Other		Vice President, Finance	C/O VELO3D, INC.	511 DIVISION STREET	CAMPBELL	CA	95008		001-39757
0001209191-23-021942	0001629150	Szynkowski Mark Paul	Officer	SVP, CFO and Treasurer		C/O SEACHANGE INTERNATIONAL, INC.	177 HUNTINGTON AVE, STE 1703, PMB 73480	BOSTON	MA	02115-3153		001-38828
0001045810-23-000065	0001219888	HUDSON DAWN E	Director			C/O NVIDIA CORPORATION	2788 SAN TOMAS EXPRESSWAY	SANTA CLARA	CA	95051		000-23985
0000899243-23-010124	0001318773	Pollino Jennifer	Director			100 FIRST STAMFORD PLACE		STAMFORD	CT	06902		001-41570
0001628280-23-010259	0001874013	Mok Chui Tin	Officer	Exec. VP, Head of User Ecosys.		C/O FARADAY FUTURE INTELLIGENT ELECTRIC	18455 S. FIGUEROA STREET	GARDENA	CA	90248		001-39395
0000899243-23-010123	0001084247	MCCLURE CHARLES G	Director			100 FIRST STAMFORD PLACE		STAMFORD	CT	06902		001-41570
0001140361-23-015488	0001899502	Fernandez Aisa Enrique	Director			8TH FLOOR, BERKELEY SQUARE HOUSE		LONDON	X0	W1J 6DB	UNITED KINGDOM	001-41136
0001628280-23-010258	0001873256	Jia Yueting	Officer	Fndr, Chief P&U Ecosys Officer		C/O FARADAY FUTURE INTELLIGENT ELECTRIC	INC., 18455 S. FIGUEROA STREET	GARDENA	CA	90248		001-39395
0001628280-23-010257	0001956732	Chen Xuefeng	Director,Officer	Global Chief Exec. Officer		C/O FARADAY FUTURE INTELLIGENT ELECTRIC	18455 S. FIGUEROA STREET	GARDENA	CA	90248		001-39395
0001628280-23-010256	0001870681	Han Yun	Officer	CAO & Interim CFO		C/O FARADAY FUTURE INTELLIGENT ELECTRIC	18455 S. FIGUEROA STREET	GARDENA	CA	90248		001-39395
0000899243-23-010122	0001851823	Polmanteer Tamara S.	Officer	Exec. Vice President & CHRO		100 FIRST STAMFORD PLACE		STAMFORD	CT	06902		001-41570
0000899243-23-010121	0001811642	Alcala Alejandro	Officer	Executive Vice President		100 FIRST STAMFORD PLACE		STAMFORD	CT	06902		001-41570
0000899243-23-010120	0001208823	HAIME ELLEN MCCLAIN	Director			100 FIRST STAMFORD PLACE		STAMFORD	CT	06902		001-41570
0000899243-23-010116	0001358251	Lindsay Ronald Carter	Director			100 FIRST STAMFORD PLACE		STAMFORD	CT	06902		001-41570
0000899243-23-010114	0001230641	TULLIS JAMES L L	Director			100 FIRST STAMFORD PLACE		STAMFORD	CT	06902		001-41570
0000899243-23-010113	0001340794	Stroup John S	Director			100 FIRST STAMFORD PLACE		STAMFORD	CT	06902		001-41570
0000899243-23-010111	0001208946	BENANTE MARTIN R	Director			100 FIRST STAMFORD PLACE		STAMFORD	CT	06902		001-41570
0001415889-23-005711	0001167028	SMITH PATRICK W	Director,Officer	CHIEF EXECUTIVE OFFICER		17800 NORTH 85TH STREET		SCOTTSDALE	AZ	85255		001-16391
0001140361-23-015485	0001935028	FPP Capital Advisers	TenPercentOwner			BERKELEY SQUARE HOUSE, 8TH FLOOR		LONDON	X0	W1J 6DB	UNITED KINGDOM	001-41136
0001140361-23-015485	0001934225	New Emerging Markets Horizon	TenPercentOwner			BERKELEY SQUARE HOUSE, 8TH FLOOR		LONDON	X0	W1J 6DB	UNITED KINGDOM	001-41136
0001209191-23-021940	0001495449	Lavan Maryanne	Director			1700 S. PAVILION CENTER DRIVE, SUITE 800		LAS VEGAS	NV	89135		001-39277
0001104659-23-040353	0001286935	ANGEL MICHAEL D	Officer	Chief Financial Officer		FOUR PALO ALTO SQUARE, SUITE 200	3000 EL CAMINO REAL	PALO ALTO	CA	94306		001-39642
0001104659-23-040352	0001409638	Sheikh Khurram P	Director,Officer,TenPercentOwner	Chief Executive Officer		FOUR PALO ALTO SQUARE, SUITE 200	3000 EL CAMINO REAL	PALO ALTO	CA	94306		001-39642
0001140361-23-015483	0001925997	Edwards Christopher Simon Crawshay Blundell	Director,Officer	CFO		BERKELEY SQUARE HOUSE, 8TH FLOOR		LONDON	X0	W1J 6DB	UNITED KINGDOM	001-41136
0001104659-23-040345	0001761656	Ares Voting LLC	TenPercentOwner			2000 AVENUE OF THE STARS,	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040345	0001259313	ARES MANAGEMENT LLC	TenPercentOwner			2000 AVENUE OF THE STARS	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040345	0001620263	Ares Partners Holdco LLC	TenPercentOwner			2000 AVENUE OF THE STARS,	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040345	0001793548	ASOF Investment Management LLC	TenPercentOwner			2000 AVENUE OF THE STARS,	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040345	0001684171	ACOF Investment Management LLC	TenPercentOwner			2000 AVENUE OF THE STARS,	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040345	0001683967	ASSF Operating Manager IV, L.P.	TenPercentOwner			2000 AVENUE OF THE STARS,	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040345	0001176948	Ares Management Corp	TenPercentOwner			2000 AVENUE OF THE STARS,	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040345	0001620264	Ares Management GP LLC	TenPercentOwner			2000 AVENUE OF THE STARS,	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040345	0001669983	Ares Holdco LLC	TenPercentOwner			2000 AVENUE OF THE STARS,	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040345	0001536937	Ares Management Holdings L.P.	TenPercentOwner			2000 AVENUE OF THE STARS,	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001209191-23-021935	0001566040	Shah Chetan	Director			11555 SORRENTO VALLEY ROAD, SUITE 203		SAN DIEGO	CA	92121		001-37487
0001104659-23-040344	0001969425	ASOF II Frontier Holdings 2 L.P.	TenPercentOwner			2000 AVENUE OF THE STARS	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040344	0001969483	ASOF II Frontier Holdings 5 L.P.	TenPercentOwner			2000 AVENUE OF THE STARS	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040344	0001969484	ASOF II Frontier Holdings 4 L.P.	TenPercentOwner			2000 AVENUE OF THE STARS	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040344	0001969499	ASOF II Frontier Holdings 1 L.P.	TenPercentOwner			2000 AVENUE OF THE STARS	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040344	0001969508	ASOF II Frontier Holdings 7 L.P.	TenPercentOwner			2000 AVENUE OF THE STARS	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040344	0001259313	ARES MANAGEMENT LLC	TenPercentOwner			2000 AVENUE OF THE STARS	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040344	0001969506	ASOF II A (DE) Frontier Holdings 2 L.P.	TenPercentOwner			2000 AVENUE OF THE STARS	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040344	0001969507	ASOF II A (DE) Frontier Holdings 1 L.P.	TenPercentOwner			2000 AVENUE OF THE STARS	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040344	0001969504	ASOF II Frontier Holdings 6 L.P.	TenPercentOwner			2000 AVENUE OF THE STARS	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040344	0001969497	ASOF II Frontier Holdings 3 L.P.	TenPercentOwner			2000 AVENUE OF THE STARS	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001209191-23-021933	0001284599	BROENNIMAN EDWARD G	Director			11555 SORRENTO VALLEY ROAD, SUITE 203		SAN DIEGO	CA	92121		001-37487
0001104659-23-040343	0001862511	ASOF Frontier AIV A11, L.P.	TenPercentOwner			2000 AVENUE OF THE STARS,	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040343	0001862512	ASOF Frontier AIV A10, L.P.	TenPercentOwner			2000 AVENUE OF THE STARS,	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040343	0001862592	ASSF IV AIV B, L.P.	TenPercentOwner			2000 AVENUE OF THE STARS,	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040343	0001757327	ASSF IV AIV B Holdings III, L.P.	TenPercentOwner			2000 AVENUE OF THE STARS,	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040343	0001259313	ARES MANAGEMENT LLC	TenPercentOwner			2000 AVENUE OF THE STARS,	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040343	0001862514	ASOF Frontier AIV A9, L.P.	TenPercentOwner			2000 AVENUE OF THE STARS,	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001104659-23-040343	0001862515	ASOF Frontier AIV A8, L.P.	TenPercentOwner			2000 AVENUE OF THE STARS,	12TH FLOOR	LOS ANGELES	CA	90067		001-11001
0001209191-23-021930	0001180940	DUCKWORTH CONNIE K	Director			1700 S. PAVILION CENTER DRIVE, SUITE 800		LAS VEGAS	NV	89135		001-39277
0001463101-23-000042	0001543777	Kothandaraman Badrinarayanan	Director,Officer	President & CEO		C/O ENPHASE ENERGY, INC.	47281 BAYSIDE PARKWAY	FREMONT	CA	94538		001-35480
0001104659-23-040341	0001862530	ASOF Frontier AIV A1, L.P.	TenPercentOwner			2000 AVENUE OF THE STARS, 12TH FLOOR		LOS ANGELES	CA	90067		001-11001
0001104659-23-040341	0001862482	ACOF VI Frontier AIV A7, L.P.	TenPercentOwner			2000 AVENUE OF THE STARS, 12TH FLOOR		LOS ANGELES	CA	90067		001-11001
0001104659-23-040341	0001862523	ASOF Frontier AIV A5, L.P.	TenPercentOwner			2000 AVENUE OF THE STARS, 12TH FLOOR		LOS ANGELES	CA	90067		001-11001
0001104659-23-040341	0001862531	ACOF VI Frontier AIV B1, L.P.	TenPercentOwner			2000 AVENUE OF THE STARS, 12TH FLOOR		LOS ANGELES	CA	90067		001-11001
0001104659-23-040341	0001862521	ASOF Frontier AIV A6, L.P.	TenPercentOwner			2000 AVENUE OF THE STARS, 12TH FLOOR		LOS ANGELES	CA	90067		001-11001
0001104659-23-040341	0001862528	ASOF Frontier AIV A2, L.P.	TenPercentOwner			2000 AVENUE OF THE STARS, 12TH FLOOR		LOS ANGELES	CA	90067		001-11001
