ACCESSION_NUMBER	RPTOWNERCIK	RPTOWNERNAME	RPTOWNER_RELATIONSHIP	RPTOWNER_TITLE	RPTOWNER_TXT	RPTOWNER_STREET1	RPTOWNER_STREET2	RPTOWNER_CITY	RPTOWNER_STATE	RPTOWNER_ZIPCODE	RPTOWNER_STATE_DESC	FILE_NUMBER
0001062993-22-015696	0001839170	Heliogen PML SPV 1 LP	TenPercentOwner			P.O. BOX 12829		JACKSON	WY	83002		001-40209
0001493152-22-018273	0001595855	Opaleye Management Inc.	TenPercentOwner			ONE BOSTON PLACE,	26TH FLOOR	BOSTON	MA	02108		001-39130
0001127602-22-018309	0001468818	Lofton Kevin E	Director			GILEAD SCIENCES, INC.	333 LAKESIDE DRIVE	FOSTER CITY	CA	94404		000-19731
0001376339-22-000095	0001597158	Stein Robert Benjamin	Officer	President, Regenerative Med.		1775 WEST OAK COMMONS COURT		MARIETTA	GA	30062		001-35887
0001209191-22-039972	0001114673	WEIBLING DENNIS M	Director			C/O SARCOS TECHNOLOGY AND ROBOTICS CORP	650 SOUTH 500 WEST, SUITE 150	SALT LAKE CITY	UT	84101		001-39897
0001209191-22-039971	0001878426	Muta Matthew Shigenobu	Director			C/O SARCOS TECHNOLOGY AND ROBOTICS CORP	650 SOUTH 500 WEST, SUITE 150	SALT LAKE CITY	UT	84101		001-39897
0001935991-22-000004	0001935991	Martin Silvio Marshall	Officer	See remarks		C/O AMERANT BANCORP INC.	220 ALHAMBRA CR.	CORAL GABLES	FL	33134		001-38534
0001209191-22-039970	0001878422	Balasubramaniam Priya	Director			C/O SARCOS TECHNOLOGY AND ROBOTICS CORP	650 SOUTH 500 WEST, SUITE 150	SALT LAKE CITY	UT	84101		001-39897
0001209191-22-039969	0001124195	FINN BRIAN D	Director			C/O SARCOS TECHNOLOGY AND ROBOTICS CORP	650 SOUTH 500 WEST, SUITE 150	SALT LAKE CITY	UT	84101		001-39897
0001935991-22-000002	0001935991	Martin Silvio Marshall	Officer	See remarks		C/O AMERANT BANCORP INC.	220 ALHAMBRA CR.	CORAL GABLES	FL	33134		001-38534
0001209191-22-039968	0001535177	Olson Eric T	Director			C/O SARCOS TECHNOLOGY AND ROBOTICS CORP	650 SOUTH 500 WEST, SUITE 150	SALT LAKE CITY	UT	84101		001-39897
0001209191-22-039967	0001219078	RAUN DAVID	Director,Officer	President and CEO		2235 ENTERPRISE STREET #110		ESCONDIDO	CA	92029		001-38371
0001209191-22-039965	0001744041	Peterson Laura J.	Director			C/O SARCOS TECHNOLOGY AND ROBOTICS CORP	650 SOUTH 500 WEST, SUITE 150	SALT LAKE CITY	UT	84101		001-39897
0001209191-22-039963	0001887993	Mekhalfa Sabrina	Officer	Chief Accounting Officer		144 TOWNSEND STREET		SAN FRANCISCO	CA	94107		001-41049
0001209191-22-039962	0001478007	Klein Peter S	Director			C/O SARCOS TECHNOLOGY AND ROBOTICS CORP	650 SOUTH 500 WEST, SUITE 150	SALT LAKE CITY	UT	84101		001-39897
0001357400-22-000094	0001212129	STOVER DAVID L	Director			C/O APA CORPORATION	2000 POST OAK BLVD STE 100	HOUSTON	TX	77056		001-40144
0001357400-22-000093	0001360666	Ragauss Peter A	Director			2000 POST OAK BLVD.	SUITE 100	HOUSTON	TX	77056		001-40144
0001127602-22-018307	0001545193	Wilson Andrew	Director,Officer	CEO and Board Chair		209 REDWOOD SHORES PARKWAY		REDWOOD CITY	CA	94065		000-17948
0001437749-22-016310	0001895263	Vitiello Stephanie	Officer	Chief Compliance Officer		300 CRESCENT COURT, SUITE 700		DALLAS	TX	75201		811-23129
0001357400-22-000092	0001354803	Rabun Daniel Wayne	Director			2000 POST OAK BLVD.	SUITE 100	HOUSTON	TX	77056		001-40144
0001357400-22-000091	0001599571	Nelson Amy H	Director			2000 POST OAK BLVD.	SUITE 100	HOUSTON	TX	77056		001-40144
0001062993-22-015694	0001839170	Heliogen PML SPV 1 LP	TenPercentOwner			P.O. BOX 12829		JACKSON	WY	83002		001-40209
0001062993-22-015694	0001751631	Prime Movers Lab Fund I LP	TenPercentOwner			P.O. BOX 12829		JACKSON	WY	83002		001-40209
0001062993-22-015694	0001875411	Sloss Dakin	TenPercentOwner			P.O. BOX 12829		JACKSON	WY	83002		001-40209
0001357400-22-000090	0001844842	McKay Lamar	Director			2000 POST OAK BLVD.	SUITE 100	HOUSTON	TX	77056		001-40144
0001357400-22-000089	0001234262	LOWE JOHN E	Director			2000 POST OAK BLVD.	SUITE 100	HOUSTON	TX	77056		001-40144
0001437749-22-016309	0001895263	Vitiello Stephanie	Officer	Chief Compliance Officer		300 CRESCENT COURT, SUITE 700		DALLAS	TX	75201		811-21869
0001357400-22-000088	0001355799	Joung Chansoo	Director			2000 POST OAK BLVD.	SUITE 100	HOUSTON	TX	77056		001-40144
0001062993-22-015693	0001592970	Dillard William T. III	Director,Officer	Senior Vice President		1600 CANTRELL ROAD		LITTLE ROCK	AR	72201		001-06140
0001062993-22-015692	0001179684	DILLARD WILLIAM T II	Director,Officer	CEO, Chairman of the Board		1600 CANTRELL ROAD		LITTLE ROCK	AR	72201		001-06140
0001357400-22-000087	0001910479	Hooper Charles W	Director			C/O APA CORPORATION	2000 POST OAK BLVD STE 100	HOUSTON	TX	77056		001-40144
0001437749-22-016308	0001617176	NORRIS DUSTIN DAVID	Officer	Executive Vice President		300 CRESCENT COURT, SUITE 700		DALLAS	TX	75201		811-21869
0001357400-22-000086	0001754868	Ellis Juliet S	Director			2000 POST OAK BLVD	SUITE 100	HOUSTON	TX	77056		001-40144
0001357400-22-000085	0001567583	Bay Annell R	Director			2000 POST OAK BLVD	SUITE 100	HOUSTON	TX	77056		001-40144
0000899243-22-024676	0001538894	Daniel Thomas O	Director			C/O MAGENTA THERAPEUTICS, INC.	100 TECHNOLOGY SQUARE	CAMBRIDGE	MA	02139		001-38541
0000899243-22-024675	0001542650	Lawton Alison Frances	Director			C/O MAGENTA THERAPEUTICS, INC.	100 TECHNOLOGY SQUARE	CAMBRIDGE	MA	02139		001-38541
0001320695-22-000155	0001713170	Smith Timothy J	Officer	SVP, Division President		2021 SPRING ROAD, SUITE 600		OAK BROOK	IL	60523		001-32504
0001209191-22-039959	0001738789	Bruno Marc A	Director			C/O UNITED RENTALS, INC.	100 FIRST STAMFORD PLACE, SUITE 700	STAMFORD	CT	06902		001-14387
0000899243-22-024673	0001380292	RONNEBERG AMY L	Director			C/O MAGENTA THERAPEUTICS, INC.	100 TECHNOLOGY SQUARE	CAMBRIDGE	MA	02139		001-38541
0000899243-22-024671	0001638474	Albers Jeffrey W.	Director			C/O MAGENTA THERAPEUTICS, INC.	100 TECHNOLOGY SQUARE	CAMBRIDGE	MA	02139		001-38541
0001320695-22-000153	0001789585	WATERMAN KRISTY N.	Officer	EVP, General Counsel		2021 SPRING ROAD	SUITE 600	OAK BROOK	IL	60523		001-32504
0000899243-22-024670	0001707715	Scadden David	Director			C/O MAGENTA THERAPEUTICS, INC.	100 TECHNOLOGY SQUARE	CAMBRIDGE	MA	02139		001-38541
0000899243-22-024669	0001779934	McGeorge Anne	Director			C/O MAGENTA THERAPEUTICS, INC.	100 TECHNOLOGY SQUARE	CAMBRIDGE	MA	02139		001-38541
0000899243-22-024667	0001247157	CASTANEDA MARK	Director			1550 LEIGH AVENUE		SAN JOSE	CA	95125		000-56348
0000886163-22-000103	0001883821	Haas Jason	Director			5980 HORTON STREET, SUITE 405		EMERYVILLE	CA	94608		001-33093
0001320695-22-000151	0001787207	Philip Amit	Officer	SVP, Chief Strategy Officer		2021 SPRING ROAD	SUITE 600	OAK BROOK	IL	60523		001-32504
0000950103-22-011805	0001780525	Newstead Jennifer	Officer	Chief Legal Officer		C/O META PLATFORMS, INC.	1601 WILLOW ROAD	MENLO PARK	CA	94025		001-35551
0001463172-22-000205	0001913323	Nieto Andrea	Officer	Chief People Officer		C/O ZENDESK, INC.	989 MARKET STREET	SAN FRANCISCO	CA	94103		001-36456
0001320695-22-000149	0001855320	Lewis Sean	Officer	SVP, Chief Customer Officer		2021 SPRING ROAD	SUITE 600	OAK BROOK	IL	60523		001-32504
0001209191-22-039956	0001689676	TERRY ROBERT JOHN	Officer	SVP, Gen. Counsel & Secretary		5260 CALIFORNIA AVENUE		IRVINE	CA	92617		001-05560
0001320695-22-000147	0001488301	Kelley William J. JR	Officer	EVP, Chief Financial Officer		2021 SPRING ROAD	SUITE 600	OAK BROOK	IL	60523		001-32504
0001320695-22-000145	0001764899	Fleming Mark A	Officer	SVP, Division President		2021 SPRING RD	SUITE 600	OAK BROOK	IL	60523		001-32504
0000947871-22-000732	0001928726	Chaguturu Sreekanth K	Officer	EVP and Chief Medical Officer		ONE CVS DRIVE		WOONSOCKET	RI	02895		001-01011
0000902664-22-003458	0001530803	Oasis Investments II Master Fund Ltd.	TenPercentOwner			UGLAND HOUSE PO BOX 309		GRAND CAYMAN	E9	KY1-1104	CAYMAN ISLANDS	000-56228
0000902664-22-003458	0001317904	Oasis Management Co Ltd.	TenPercentOwner			UGLAND HOUSE PO BOX 309		GRAND CAYMAN	E9	KY-1103	CAYMAN ISLANDS	000-56228
0000902664-22-003458	0001456474	Fischer Seth	TenPercentOwner			C/O OASIS MANAGEMENT (HONG KONG) LLC	21/F MAN YEE BUILDING, 68 DES VOEUX ROAD	CENTRAL	K3	0	HONG KONG	000-56228
0001453104-22-000006	0001453104	Willis Austin Chandler	Director,Officer	Chief Executive Officer		4700 LYONS TECHNOLOGY PARKWAY		COCONUT CREEK	FL	33073		001-15369
0000947871-22-000731	0001900910	Shah Prem S	Officer	EVP and Co-President of Retail		ONE CVS DRIVE		WOONSOCKET	RI	02895		001-01011
0001271163-22-000033	0001270868	MELARKEY MICHAEL J	Director			C/O GAMCO INVESTORS, INC.	ONE CORPORATE CENTER	RYE	NY	10580		811-21529
0000779152-22-000049	0001229884	FLANIGAN MATTHEW C	Director			663 HWY 60		MONETT	MO	65708		000-14112
0001203311-22-000043	0001741836	DANSEY ROGER D	Officer	Chief Medical Officer		21823 30TH DRIVE SE		BOTHELL	WA	98021		000-32405
0001493152-22-018271	0001310683	Culley Brian M	Director,Officer	President and CEO		2173 SALK AVENUE,	SUITE 200	CARLSBAD	CA	92008		001-12830
0001825969-22-000016	0001825969	Hall David S.	Other		Affiliate	40 NORTH HILL COURT		OAKLAND	CA	94618		001-38703
0000902664-22-003456	0001536894	MASHAAL RICHARD R	Director,TenPercentOwnerOther		(See Remarks)	C/O RIMA SENVEST MANAGEMENT, L.L.C.	540 MADISON AVENUE, 32ND FLOOR	NEW YORK	NY	10022		000-56228
0000902664-22-003456	0001328785	Senvest Management, LLC	Director,TenPercentOwnerOther		(See Remarks)	540 MADISON AVENUE	32ND FLOOR	NEW YORK	NY	10022		000-56228
0001275158-22-000073	0001716280	WEST THOMAS B	Officer	Chief Operating Officer		520 ZANG ST., UNIT D		BROOMFIELD	CO	80021		001-35987
0001275158-22-000072	0001797448	Pool Stacey	Officer	Chief Marketing Officer		520 ZANG ST, UNIT D		BROOMFIELD	CO	80021		001-35987
0001275158-22-000071	0001849392	Petersen Sue	Officer	EVP-Inclusion, Divers, People		520 ZANG ST., UNIT D		BROOMFIELD	CO	80021		001-35987
0001275158-22-000070	0001579599	Lockhart Kathryn Rae	Officer	Chief Accounting Officer		520 ZANG STREET, SUITE D		BROOMFIELD	CO	80021		001-35987
0001275158-22-000069	0001849678	Kline Corey	Officer	EVP - Technology		520 ZANG ST., UNIT D		BROOMFIELD	CO	80021		001-35987
0001398344-22-012758	0001618333	MAGNOLIA CAPITAL FUND, LP	TenPercentOwner			1601 DODGE STREET, SUITE 3300		OMAHA	NE	68102		001-36101
0001398344-22-012758	0001667769	Peterson Adam K	TenPercentOwner			1601 DODGE STREET, SUITE 3300		OMAHA	NE	68102		001-36101
0001398344-22-012758	0001618376	MAGNOLIA GROUP, LLC	TenPercentOwner			1601 DODGE STREET	SUITE 3300	OMAHA	NE	68102		001-36101
0001275158-22-000068	0001743074	Heidman Melissa	Officer	EVP & General Counsel		520 ZANG STREET, SUITE D		BROOMFIELD	CO	80021		001-35987
0001275158-22-000067	0001579519	Boennighausen David James	Director,Officer	Chief Executive Officer		520 ZANG STREET, SUITE D		BROOMFIELD	CO	80021		001-35987
0001437749-22-016306	0001829831	Narayan Prabhu	Officer	Chief Financial Officer		C/O REVIVA PHARMACEUTICALS HOLDINGS, INC	19925 STEVENS CREEK BLVD, SUITE 100	CUPERTINO	CA	95014		001-38634
0000779152-22-000047	0001229884	FLANIGAN MATTHEW C	Director			663 HWY 60		MONETT	MO	65708		000-14112
